Year;Category;Film;FilmId;Name;Productora;winner;dist_1;dist_2;dist_3;dist_4;dist_5;es_streaming
1999;COSTUME DESIGN;Anna and the King;tt0166485;Jenny Beavan;Fox 2000 Pictures, Lawrence Bender Productions, A Band Apart;0.0;twentieth century fox;fox;0;0;0;0
1999;COSTUME DESIGN;Sleepy Hollow;tt0162661;Colleen Atwood;Paramount Pictures, Mandalay Pictures, Scott Rudin Productions, American Zoetrope, Karol Film Productions, Adam Schroeder Entertainment, Dieter Geissler Filmproduktion, Shepperton Studios, Tim Burton Productions;0.0;united international pictures;paramount pictures;fox;twentieth century fox;universal pictures;1
1999;COSTUME DESIGN;The Talented Mr. Ripley;tt0134119;Ann Roth, Gary Jones;Miramax, Paramount Pictures, Mirage Enterprises, Timnick Films;0.0;paramount pictures;united international pictures;hbo max;miramax;warner home video;1
1999;COSTUME DESIGN;Titus;tt0120866;Milena Canonero;Clear Blue Sky Productions, Overseas FilmGroup, Urania Pictures S.r.l., NDF International, Vulcan Productions;0.0;fox;searchlight pictures;0;0;0;0
1999;COSTUME DESIGN;Topsy-Turvy;tt0151568;Lindy Hemming;Goldwyn Films, Newmarket Capital Group, The Greenlight Fund, Thin Man Films;1.0;0;0;0;0;0;0
1999;DIRECTING;American Beauty;tt0169547;Sam Mendes;Dreamworks Pictures, Jinks/Cohen Company;1.0;united international pictures;universal pictures;sony pictures;0;0;0
1999;DIRECTING;Being John Malkovich;tt0120601;Spike Jonze;Astralwerks, Gramercy Pictures, Propaganda Films, Single Cell Pictures;0.0;united international pictures;universal pictures;columbia tristar home video;0;0;0
1999;DIRECTING;The Cider House Rules;tt0124315;Lasse Hallström;FilmColony, Miramax, Nina Saxon Film Design;0.0;miramax;united international pictures;hbo max;0;0;0
1999;DIRECTING;The Insider;tt0140352;Michael Mann;Touchstone Pictures, Forward Pass, Blue Lion Entertainment, Digital Image Associates, Kaitz Productions, Mann/Roth Productions, Spyglass Entertainment;0.0;columbia tristar films;0;0;0;0;0
1999;DIRECTING;The Sixth Sense;tt0167404;M. Night Shyamalan;Hollywood Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, Barry Mendel Productions;0.0;sony pictures;warner home video;walt disney;0;0;0
1999;DOCUMENTARY (Feature);Buena Vista Social Club;tt0186508;Wim Wenders, Ulrich Felsberg;Road Movies Filmproduktion, Kintop Pictures, Instituto Cubano del Arte e Industrias CinematogrÃ¡ficos (ICAIC), ARTE, Channel Four Films, Wim Wenders Stiftung;0.0;hbo max;0;0;0;0;0
1999;DOCUMENTARY (Feature);Genghis Blues;tt0187859;Roko Belic, Adrian Belic;Wadi Rum;0.0;0;0;0;0;0;0
1999;DOCUMENTARY (Feature);On the Ropes;tt0181733;Nanette Burstein, Brett Morgen;Highway Films, Magnolia Mae Films, The Learning Channel;0.0;0;0;0;0;0;0
1999;DOCUMENTARY (Feature);One Day in September;tt0230591;Arthur Cohn, Kevin Macdonald;Passion Pictures, Arthur Cohn Productions, British Broadcasting Corporation, British Screen Productions, Dan Valley Film AG, European Co-production Fund, Soros Documentary Fund of the Open Society Movement;1.0;sony pictures classics;columbia tristar home video;sony pictures home entertainment;0;0;0
1999;DOCUMENTARY (Feature);Speaking in Strings;tt0181835;Paola di Florio, Lilibet Foster;CounterPoint Films;0.0;0;0;0;0;0;0
1999;DOCUMENTARY (Short Subject);Eyewitness;tt0239379;Bert Van Bork;Marbert Art Foundation;0.0;0;0;0;0;0;0
1999;DOCUMENTARY (Short Subject);King Gimp;tt0239528;Susan Hannah Hadary, William A. Whiteford;Tapestry International Productions, University of Maryland, Whiteford-Hadary;1.0;0;0;0;0;0;0
1999;DOCUMENTARY (Short Subject);The Wildest Show in the South: The Angola Prison Rodeo;tt0240216;Simeon Soffer, Jonathan Stack;Gabriel Films;0.0;0;0;0;0;0;0
1999;FILM EDITING;American Beauty;tt0169547;Tariq Anwar, Christopher Greenbury;Dreamworks Pictures, Jinks/Cohen Company;0.0;united international pictures;universal pictures;sony pictures;0;0;0
1999;FILM EDITING;The Cider House Rules;tt0124315;Lisa Zeno Churgin;FilmColony, Miramax, Nina Saxon Film Design;0.0;miramax;united international pictures;hbo max;0;0;0
1999;FILM EDITING;The Insider;tt0140352;William Goldenberg, Paul Rubell, David Rosenbloom;Touchstone Pictures, Forward Pass, Blue Lion Entertainment, Digital Image Associates, Kaitz Productions, Mann/Roth Productions, Spyglass Entertainment;0.0;columbia tristar films;0;0;0;0;0
1999;FILM EDITING;The Matrix;tt0133093;Zach Staenberg;Warner Bros., Village Roadshow Pictures, Groucho Film Partnership, Silver Pictures, 3 Arts Entertainment;1.0;warner bros;warner bros pictures;prime video;fox;hbo max;1
1999;FILM EDITING;The Sixth Sense;tt0167404;Andrew Mondshein;Hollywood Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, Barry Mendel Productions;0.0;sony pictures;warner home video;walt disney;0;0;0
1999;FOREIGN LANGUAGE FILM;All about My Mother;tt0185125;Spain;El Deseo, Renn Productions, France 2 CinÃ©ma, VÃ­a Digital, Canal+;1.0;fox;sony pictures classics;columbia tristar home video;hbo max;sony pictures home entertainment;0
1999;FOREIGN LANGUAGE FILM;Caravan;tt0210727;Nepal;GalatÃ©e Films, France 2 CinÃ©ma, Les Productions de la GuÃ©ville, Les Productions JMH, Antelope Films, National Studio Limited, Bac Films, Canal+, Centre national du cinÃ©ma et de l'image animÃ©e (CNC), British Screen Productions, Eurimages, TÃ©lÃ©vision Suisse-Romande (TSR), Fondation GAN pour le CinÃ©ma, SociÃ©tÃ© des Producteurs de CinÃ©ma et de TÃ©lÃ©vision (Procirep), European Script Fund, European Co-production Fund;0.0;fox;0;0;0;0;0
1999;FOREIGN LANGUAGE FILM;East-West;tt0181530;France;UGC YM, France 3 CinÃ©ma, Gala Film, Mate Producciones S.A., Canal+, Sofica Sofinergie 5, Centre national du cinÃ©ma et de l'image animÃ©e (CNC), NTV-Profit, Studio 1+1;0.0;fox;sony pictures classics;columbia tristar home video;0;0;0
1999;FOREIGN LANGUAGE FILM;Solomon and Gaenor;tt0181830;United Kingdom;APT Films, APT Productions, Arts Council of England, Arts Council of Wales, Channel Four Films, MetFilm Production, National Lottery, September Films, Sianel 4 Cymru;0.0;sony pictures classics;columbia tristar home video;0;0;0;0
1999;FOREIGN LANGUAGE FILM;Under the Sun;tt0158302;Sweden;Film i VÃ¤st, Nordisk Film & TV-Fond, Svensk Filmindustri, Svenska Filminstitutet, Sveriges Television, Sweetwater;0.0;netflix;0;0;0;0;1
1999;MAKEUP;Austin Powers: The Spy Who Shagged Me;tt0145660;Michèle Burke, Mike Smithson;New Line Cinema, Gratitude, Moving Pictures, Team Todd, 3 Arts Entertainment;0.0;new line cinema;warner home video;fox;hbo max;0;0
1999;MAKEUP;Bicentennial Man;tt0182789;Greg Cannom;Touchstone Pictures, Columbia Pictures, 1492 Pictures, Laurence Mark Productions, Radiant Productions;0.0;columbia tristar films;columbia tristar film;columbia pictures;columbia tristar home video;columbia tristar home entertainment;0
1999;MAKEUP;Life;tt0123964;Rick Baker;Imagine Entertainment, Universal Pictures;0.0;universal pictures;united international pictures;0;0;0;0
1999;MAKEUP;Topsy-Turvy;tt0151568;Christine Blundell, Trefor Proud;Goldwyn Films, Newmarket Capital Group, The Greenlight Fund, Thin Man Films;1.0;0;0;0;0;0;0
1999;MUSIC (Original Score);American Beauty;tt0169547;Thomas Newman;Dreamworks Pictures, Jinks/Cohen Company;0.0;united international pictures;universal pictures;sony pictures;0;0;0
1999;MUSIC (Original Score);Angela's Ashes;tt0145653;John Williams;David Brown Productions, Dirty Hands Productions, Scott Rudin Productions;0.0;paramount pictures;united international pictures;universal pictures;columbia tristar home video;columbia tristar films;1
1999;MUSIC (Original Score);The Cider House Rules;tt0124315;Rachel Portman;FilmColony, Miramax, Nina Saxon Film Design;0.0;miramax;united international pictures;hbo max;0;0;0
1999;MUSIC (Original Score);The Red Violin;tt0120802;John Corigliano;Rhombus Media, Mikado Film, New Line International, Channel Four Films, Canada Television and Cable Production Fund, Telefilm Canada - Equity Investment Program, CITY-TV, Bravo Arts Channel, Filmfonds Wien, Sony Classical, Canadian Film or Video Production Tax Credit (CPTC);1.0;warner bros;universal pictures;warner home video;0;0;0
1999;MUSIC (Original Score);The Talented Mr. Ripley;tt0134119;Gabriel Yared;Miramax, Paramount Pictures, Mirage Enterprises, Timnick Films;0.0;paramount pictures;united international pictures;hbo max;miramax;warner home video;1
1999;MUSIC (Original Song);South Park: Bigger, Longer & Uncut;tt0158983;Music and Lyric by Trey Parker and Marc Shaiman;Paramount Pictures, Warner Bros., Comedy Central, Scott Rudin Productions, South Park Studios, Important Films;0.0;paramount pictures;warner bros;fox;warner bros pictures;warner home video;1
1999;MUSIC (Original Song);Music of the Heart;tt0166943;Music and Lyric by Diane Warren;Craven-Maddalena Films, Miramax;0.0;miramax;walt disney;universal pictures;0;0;0
1999;MUSIC (Original Song);Magnolia;tt0175880;Music and Lyric by Aimee Mann;Ghoulardi Film Company, New Line Cinema, The Magnolia Project;0.0;new line cinema;warner bros;hbo max;0;0;0
1999;MUSIC (Original Song);Toy Story 2;tt0120363;Music and Lyric by Randy Newman;Walt Disney Pictures, Pixar Animation Studios;0.0;sony pictures;walt disney;0;0;0;0
1999;MUSIC (Original Song);Tarzan;tt0120855;Music and Lyric by Phil Collins;Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Feature Animation;1.0;walt disney;0;0;0;0;0
1999;BEST PICTURE;American Beauty;tt0169547;Bruce Cohen and Dan Jinks, Producers;Dreamworks Pictures, Jinks/Cohen Company;1.0;united international pictures;universal pictures;sony pictures;0;0;0
1999;BEST PICTURE;The Cider House Rules;tt0124315;Richard N. Gladstein, Producer;FilmColony, Miramax, Nina Saxon Film Design;0.0;miramax;united international pictures;hbo max;0;0;0
1999;BEST PICTURE;The Green Mile;tt0120689;David Valdes and Frank Darabont, Producers;Castle Rock Entertainment, Darkwoods Productions, Warner Bros.;0.0;warner bros;united international pictures;universal pictures;warner bros pictures;warner home video;0
1999;BEST PICTURE;The Insider;tt0140352;Michael Mann and Pieter Jan Brugge, Producers;Touchstone Pictures, Forward Pass, Blue Lion Entertainment, Digital Image Associates, Kaitz Productions, Mann/Roth Productions, Spyglass Entertainment;0.0;columbia tristar films;0;0;0;0;0
1999;BEST PICTURE;The Sixth Sense;tt0167404;Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers;Hollywood Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, Barry Mendel Productions;0.0;sony pictures;warner home video;walt disney;0;0;0
1999;SHORT FILM (Animated);Humdrum;tt0192145;Peter Peake;Aardman Animations, Channel 4 Television Corporation, Canal+, Premiere;0.0;0;0;0;0;0;0
1999;SHORT FILM (Animated);My Grandmother Ironed the King's Shirts;tt0210853;Torill Kove;Studio Magica, National Film Board of Canada;0.0;0;0;0;0;0;0
1999;SHORT FILM (Animated);The Old Man and the Sea;tt0207639;Alexander Petrov;Dentsu Tec, IMAX, Imagica Corp., Les Productions Pascal Blais, NHK Enterprises 21, NHK, Ogden Entertainment, Panorama;1.0;0;0;0;0;0;0
1999;SHORT FILM (Animated);3 Misses;tt0239206;Paul Driessen;CinÃ©TÃ© Filmproductie BV, Channel 4 Television Corporation, La Sept-Arte;0.0;0;0;0;0;0;0
1999;SHORT FILM (Animated);When the Day Breaks;tt0200282;Wendy Tilby, Amanda Forbis;National Film Board of Canada;0.0;0;0;0;0;0;0
1999;SHORT FILM (Live Action);Bror, Min Bror (Teis and Nico);tt0191850;Henrik Ruben Genz, Michael W. Horsten;Dansk Novellefilm, New Fiction Film;0.0;0;0;0;0;0;0
1999;SHORT FILM (Live Action);Killing Joe;tt0236386;Mehdi Norowzian, Steve Wax;Joy Films, Chelsea Pictures, Joy Films;0.0;0;0;0;0;0;0
1999;SHORT FILM (Live Action);Kleingeld (Small Change);tt0200780;Marc-Andreas Bochert, Gabriele Lins;Hochschule fÃ¼r Film und Fernsehen 'Konrad Wolf';0.0;0;0;0;0;0;0
1999;SHORT FILM (Live Action);Major and Minor Miracles;tt0239583;Marcus Olsson;Dramatiska Institutet;0.0;0;0;0;0;0;0
1999;SHORT FILM (Live Action);My Mother Dreams the Satan's Disciples in New York;tt0177023;Barbara Schock, Tammy Tiehel;Kickstart Productions;1.0;0;0;0;0;0;0
1999;SOUND;The Green Mile;tt0120689;Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton;Castle Rock Entertainment, Darkwoods Productions, Warner Bros.;0.0;warner bros;united international pictures;universal pictures;warner bros pictures;warner home video;0
1999;SOUND;The Insider;tt0140352;Andy Nelson, Doug Hemphill, Lee Orloff;Touchstone Pictures, Forward Pass, Blue Lion Entertainment, Digital Image Associates, Kaitz Productions, Mann/Roth Productions, Spyglass Entertainment;0.0;columbia tristar films;0;0;0;0;0
1999;SOUND;The Matrix;tt0133093;John Reitz, Gregg Rudloff, David Campbell, David Lee;Warner Bros., Village Roadshow Pictures, Groucho Film Partnership, Silver Pictures, 3 Arts Entertainment;1.0;warner bros;warner bros pictures;prime video;fox;hbo max;1
1999;SOUND;The Mummy;tt0120616;Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro;Alphaville Films, Universal Studios;0.0;universal pictures;united international pictures;columbia tristar home video;hbo max;0;0
1999;SOUND;Star Wars Episode I: The Phantom Menace;tt0120915;Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley;Lucasfilm;0.0;twentieth century fox;fox;columbia tristar films;warner bros;walt disney;0
1999;SOUND EFFECTS EDITING;Fight Club;tt0137523;Ren Klyce, Richard Hymns;Fox 2000 Pictures, New Regency Productions, Linson Films, Atman Entertainment, Knickerbocker Films, Taurus Film;0.0;twentieth century fox;fox;0;0;0;0
1999;SOUND EFFECTS EDITING;The Matrix;tt0133093;Dane A. Davis;Warner Bros., Village Roadshow Pictures, Groucho Film Partnership, Silver Pictures, 3 Arts Entertainment;1.0;warner bros;warner bros pictures;prime video;fox;hbo max;1
1999;SOUND EFFECTS EDITING;Star Wars Episode I: The Phantom Menace;tt0120915;Ben Burtt, Tom Bellfort;Lucasfilm;0.0;twentieth century fox;fox;columbia tristar films;warner bros;walt disney;0
1999;VISUAL EFFECTS;The Matrix;tt0133093;John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum;Warner Bros., Village Roadshow Pictures, Groucho Film Partnership, Silver Pictures, 3 Arts Entertainment;1.0;warner bros;warner bros pictures;prime video;fox;hbo max;1
1999;VISUAL EFFECTS;Star Wars Episode I: The Phantom Menace;tt0120915;John Knoll, Dennis Muren, Scott Squires, Rob Coleman;Lucasfilm;0.0;twentieth century fox;fox;columbia tristar films;warner bros;walt disney;0
1999;VISUAL EFFECTS;Stuart Little;tt0164912;John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard;Columbia Pictures, Franklin/Waterman Productions, Global Medien KG;0.0;sony pictures;columbia tristar films;columbia tristar film;columbia tristar home video;warner home video;0
1999;WRITING (Screenplay Based on Material Previously Produced or Published);The Cider House Rules;tt0124315;John Irving;FilmColony, Miramax, Nina Saxon Film Design;1.0;miramax;united international pictures;hbo max;0;0;0
1999;WRITING (Screenplay Based on Material Previously Produced or Published);Election;tt0126886;Alexander Payne, Jim Taylor;Bona Fide Productions, MTV Films, Paramount Pictures;0.0;paramount pictures;united international pictures;fox;hbo max;warner home video;1
1999;WRITING (Screenplay Based on Material Previously Produced or Published);The Green Mile;tt0120689;Frank Darabont;Castle Rock Entertainment, Darkwoods Productions, Warner Bros.;0.0;warner bros;united international pictures;universal pictures;warner bros pictures;warner home video;0
1999;WRITING (Screenplay Based on Material Previously Produced or Published);The Insider;tt0140352;Eric Roth, Michael Mann;Touchstone Pictures, Forward Pass, Blue Lion Entertainment, Digital Image Associates, Kaitz Productions, Mann/Roth Productions, Spyglass Entertainment;0.0;columbia tristar films;0;0;0;0;0
1999;WRITING (Screenplay Based on Material Previously Produced or Published);The Talented Mr. Ripley;tt0134119;Anthony Minghella;Miramax, Paramount Pictures, Mirage Enterprises, Timnick Films;0.0;paramount pictures;united international pictures;hbo max;miramax;warner home video;1
1999;WRITING (Screenplay Written Directly for the Screen);American Beauty;tt0169547;Alan Ball;Dreamworks Pictures, Jinks/Cohen Company;1.0;united international pictures;universal pictures;sony pictures;0;0;0
1999;WRITING (Screenplay Written Directly for the Screen);Being John Malkovich;tt0120601;Charlie Kaufman;Astralwerks, Gramercy Pictures, Propaganda Films, Single Cell Pictures;0.0;united international pictures;universal pictures;columbia tristar home video;0;0;0
1999;WRITING (Screenplay Written Directly for the Screen);Magnolia;tt0175880;Paul Thomas Anderson;Ghoulardi Film Company, New Line Cinema, The Magnolia Project;0.0;new line cinema;warner bros;hbo max;0;0;0
1999;WRITING (Screenplay Written Directly for the Screen);The Sixth Sense;tt0167404;M. Night Shyamalan;Hollywood Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, Barry Mendel Productions;0.0;sony pictures;warner home video;walt disney;0;0;0
1999;WRITING (Screenplay Written Directly for the Screen);Topsy-Turvy;tt0151568;Mike Leigh;Goldwyn Films, Newmarket Capital Group, The Greenlight Fund, Thin Man Films;0.0;0;0;0;0;0;0
1999;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
1999;IRVING G. THALBERG MEMORIAL AWARD;;;Warren Beatty;;1.0;0;0;0;0;0;0
1999;GORDON E. SAWYER AWARD;;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
1999;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
1999;AWARD OF COMMENDATION;;;;;1.0;0;0;0;0;0;0
1999;JOHN A. BONNER MEDAL OF COMMENDATION;;;;;1.0;0;0;0;0;0;0
1999;JOHN A. BONNER MEDAL OF COMMENDATION;;;;;1.0;0;0;0;0;0;0
2000;ACTOR IN A LEADING ROLE;Before Night Falls;tt0247196;Javier Bardem;El Mar Pictures, Grandview Pictures;0.0;fox;twentieth century fox;warner home video;0;0;0
2000;ACTOR IN A LEADING ROLE;Gladiator;tt0172495;Russell Crowe;Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L, Dawliz;1.0;united international pictures;universal pictures;columbia tristar home video;warner home video;columbia tristar home entertainment;0
2000;ACTOR IN A LEADING ROLE;Cast Away;tt0162222;Tom Hanks;Twentieth Century Fox, Dreamworks Pictures, ImageMovers, Playtone;0.0;twentieth century fox;united international pictures;universal pictures;fox;sony pictures home entertainment;0
2000;ACTOR IN A LEADING ROLE;Pollock;tt0183659;Ed Harris;Brant-Allen, Fred Berner Films, Pollock Films, Zeke Productions;0.0;sony pictures classics;columbia tristar film;columbia tristar films;columbia tristar home video;sony pictures;0
2000;ACTOR IN A LEADING ROLE;Quills;tt0180073;Geoffrey Rush;Fox Searchlight Pictures, Industry Entertainment, Walrus & Associates, Hollywood Partners, Charenton Productions;0.0;twentieth century fox;fox;searchlight pictures;0;0;0
2000;ACTOR IN A SUPPORTING ROLE;The Contender;tt0208874;Jeff Bridges;Cinerenta Medienbeteiligungs KG, Cinecontender, Battleground Productions, SE8 Group, Battlefield, Dreamworks Pictures;0.0;united international pictures;columbia tristar home entertainment;sony pictures home entertainment;0;0;0
2000;ACTOR IN A SUPPORTING ROLE;Shadow of the Vampire;tt0189998;Willem Dafoe;CEA Studios, Long Shot Pictures, BBC Film, Delux Productions, Luxembourg Film Fund, Pilgrim Films Ltd., Saturn Films;0.0;columbia tristar films;columbia tristar home entertainment;universal pictures;0;0;0
2000;ACTOR IN A SUPPORTING ROLE;Traffic;tt0181865;Benicio Del Toro;The Bedford Falls Company, Initial Entertainment Group (IEG), USA Films, Compulsion Inc., Splendid Medien AG;1.0;fox;united international pictures;universal pictures;0;0;0
2000;ACTOR IN A SUPPORTING ROLE;Erin Brockovich;tt0195685;Albert Finney;Universal Pictures, Columbia Pictures, Jersey Films;0.0;universal pictures;columbia tristar film;sony pictures;columbia tristar films;columbia tristar home entertainment;0
2000;ACTOR IN A SUPPORTING ROLE;Gladiator;tt0172495;Joaquin Phoenix;Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L, Dawliz;0.0;united international pictures;universal pictures;columbia tristar home video;warner home video;columbia tristar home entertainment;0
2000;ACTRESS IN A LEADING ROLE;The Contender;tt0208874;Joan Allen;Cinerenta Medienbeteiligungs KG, Cinecontender, Battleground Productions, SE8 Group, Battlefield, Dreamworks Pictures;0.0;united international pictures;columbia tristar home entertainment;sony pictures home entertainment;0;0;0
2000;ACTRESS IN A LEADING ROLE;Chocolat;tt0241303;Juliette Binoche;Miramax, David Brown Productions, Fat Free;0.0;miramax;hbo max;0;0;0;0
2000;ACTRESS IN A LEADING ROLE;Requiem for a Dream;tt0180093;Ellen Burstyn;Artisan Entertainment, Thousand Words, Sibling Productions, Protozoa Pictures, Industry Entertainment, Bandeira Entertainment, Requiem for a Dream, Truth and Soul Pictures;0.0;universal pictures;0;0;0;0;0
2000;ACTRESS IN A LEADING ROLE;You Can Count on Me;tt0203230;Laura Linney;Hart Sharp Entertainment, Cappa Production, Crush Entertainment, Shooting Gallery;0.0;columbia tristar home entertainment;united international pictures;hbo max;0;0;0
2000;ACTRESS IN A LEADING ROLE;Erin Brockovich;tt0195685;Julia Roberts;Universal Pictures, Columbia Pictures, Jersey Films;1.0;universal pictures;columbia tristar film;sony pictures;columbia tristar films;columbia tristar home entertainment;0
2000;ACTRESS IN A SUPPORTING ROLE;Chocolat;tt0241303;Judi Dench;Miramax, David Brown Productions, Fat Free;0.0;miramax;hbo max;0;0;0;0
2000;ACTRESS IN A SUPPORTING ROLE;Pollock;tt0183659;Marcia Gay Harden;Brant-Allen, Fred Berner Films, Pollock Films, Zeke Productions;1.0;sony pictures classics;columbia tristar film;columbia tristar films;columbia tristar home video;sony pictures;0
2000;ACTRESS IN A SUPPORTING ROLE;Almost Famous;tt0181875;Kate Hudson;Dreamworks Pictures, Columbia Pictures, Vinyl Films;0.0;columbia pictures;columbia tristar film;columbia tristar films;sony pictures;columbia tristar home entertainment;0
2000;ACTRESS IN A SUPPORTING ROLE;Almost Famous;tt0181875;Frances McDormand;Dreamworks Pictures, Columbia Pictures, Vinyl Films;0.0;columbia pictures;columbia tristar film;columbia tristar films;sony pictures;columbia tristar home entertainment;0
2000;ACTRESS IN A SUPPORTING ROLE;Billy Elliot;tt0249462;Julie Walters;StudioCanal, Working Title Films, BBC Film, Arts Council of England, Tiger Aspect Productions, WT2 Productions;0.0;united international pictures;universal pictures;hbo max;0;0;0
2000;ART DIRECTION;Crouching Tiger, Hidden Dragon;tt0190332;Tim Yip;Sony Pictures Classics, Columbia Pictures Film Production Asia, Good Machine, Edko Films, Zoom Hunt International Productions, China Film Co-Production Corporation, Asian Union Film & Entertainment;1.0;sony pictures classics;sony pictures;warner bros;columbia tristar home video;columbia pictures;0
2000;ART DIRECTION;Dr. Seuss' How the Grinch Stole Christmas;tt0170016;"Art Direction: Michael Corenblith; Set Decoration: Merideth Boswell";Universal Pictures, Imagine Entertainment, LUNI Productions GmbH and Company KG;0.0;universal pictures;united international pictures;columbia tristar home entertainment;netflix;0;1
2000;ART DIRECTION;Gladiator;tt0172495;"Art Direction: Arthur Max; Set Decoration: Crispian Sallis";Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L, Dawliz;0.0;united international pictures;universal pictures;columbia tristar home video;warner home video;columbia tristar home entertainment;0
2000;ART DIRECTION;Quills;tt0180073;"Art Direction: Martin Childs; Set Decoration: Jill Quertier";Fox Searchlight Pictures, Industry Entertainment, Walrus & Associates, Hollywood Partners, Charenton Productions;0.0;twentieth century fox;fox;searchlight pictures;0;0;0
2000;ART DIRECTION;Vatel;tt0190861;"Art Direction: Jean Rabasse; Set Decoration: Françoise Benoît-Fresco";LÃ©gende Films, Gaumont, Nomad Films, Timothy Burrill Productions, TF1 Films Production, Canal+;0.0;columbia tristar films;miramax;0;0;0;0
2000;CINEMATOGRAPHY;Crouching Tiger, Hidden Dragon;tt0190332;Peter Pau;Sony Pictures Classics, Columbia Pictures Film Production Asia, Good Machine, Edko Films, Zoom Hunt International Productions, China Film Co-Production Corporation, Asian Union Film & Entertainment;1.0;sony pictures classics;sony pictures;warner bros;columbia tristar home video;columbia pictures;0
2000;CINEMATOGRAPHY;Gladiator;tt0172495;John Mathieson;Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L, Dawliz;0.0;united international pictures;universal pictures;columbia tristar home video;warner home video;columbia tristar home entertainment;0
2000;CINEMATOGRAPHY;Malèna;tt0213847;Lajos Koltai;Medusa Film, Miramax, Pacific Pictures, Tele+;0.0;miramax;united international pictures;universal pictures;0;0;0
2000;CINEMATOGRAPHY;O Brother, Where Art Thou?;tt0190590;Roger Deakins;Touchstone Pictures, Universal Pictures, StudioCanal, Working Title Films, Mike Zoss Productions;0.0;united international pictures;columbia tristar film;columbia tristar films;universal pictures;columbia tristar home entertainment;0
2000;CINEMATOGRAPHY;The Patriot;tt0187393;Caleb Deschanel;Columbia Pictures, Centropolis Entertainment, Mutual Film Company, Global Entertainment Productions GmbH & Company Medien KG, H2L Media Group;0.0;columbia pictures;columbia tristar film;columbia tristar films;columbia tristar home video;sony pictures;0
2000;COSTUME DESIGN;Crouching Tiger, Hidden Dragon;tt0190332;Tim Yip;Sony Pictures Classics, Columbia Pictures Film Production Asia, Good Machine, Edko Films, Zoom Hunt International Productions, China Film Co-Production Corporation, Asian Union Film & Entertainment;0.0;sony pictures classics;sony pictures;warner bros;columbia tristar home video;columbia pictures;0
2000;COSTUME DESIGN;Dr. Seuss' How the Grinch Stole Christmas;tt0170016;Rita Ryack;Universal Pictures, Imagine Entertainment, LUNI Productions GmbH and Company KG;0.0;universal pictures;united international pictures;columbia tristar home entertainment;netflix;0;1
2000;COSTUME DESIGN;Gladiator;tt0172495;Janty Yates;Dreamworks Pictures, Universal Pictures, Scott Free Productions, Mill Film, C & L, Dawliz;1.0;united international pictures;universal pictures;columbia tristar home video;warner home video;columbia tristar home entertainment;0
2000;COSTUME DESIGN;102 Dalmatians;tt0211181;Anthony Powell;Walt Disney Pictures, Cruella Productions, Kanzaman S.A.M.;0.0;walt disney;0;0;0;0;0
2000;COSTUME DESIGN;Quills;tt0180073;Jacqueline West;Fox Searchlight Pictures, Industry Entertainment, Walrus & Associates, Hollywood Partners, Charenton Productions;0.0;twentieth century fox;fox;searchlight pictures;0;0;0
