Year;Category;Film;FilmId;Name;Productora;winner;dist_1;dist_2;dist_3;dist_4;dist_5;es_streaming
2010;FILM EDITING;127 Hours;tt1542344;Jon Harris;Searchlight Pictures, PathÃ©, Everest Entertainment, Cloud Eight Films, Decibel Films, Darlow Smithson Productions, Dune Entertainment, Film4, Big Screen Productions;0.0;fox;searchlight pictures;twentieth century fox;warner bros;netflix;1
2010;FILM EDITING;The Social Network;tt1285016;Angus Wall and Kirk Baxter;Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions;1.0;columbia pictures;sony pictures;walt disney;sony pictures home entertainment;0;0
2010;FOREIGN LANGUAGE FILM;Biutiful;tt1164999;Mexico;Menageatroz, Mod Producciones, Focus Features, TelevisiÃ³n EspaÃ±ola (TVE), TelevisiÃ³ de Catalunya (TV3), Ikiru Films, Cha Cha ChÃ¡ Films, Instituto de la CinematografÃ­a y de las Artes Audiovisuales;0.0;0;0;0;0;0;0
2010;FOREIGN LANGUAGE FILM;Dogtooth;tt1379182;Greece;Boo Productions, Greek Film Centre (GFC), Horsefly Productions;0.0;0;0;0;0;0;0
2010;FOREIGN LANGUAGE FILM;In a Better World;tt1340107;Denmark;Danmarks Radio, Det Danske Filminstitut, Film i VÃ¤st, FilmFyn, MEDIA Programme of the European Union, Memfis Film, Nordisk Film & TV-Fond, Svenska Filminstitutet, Sveriges Television, TrollhÃ¤ttan Film, Zentropa Entertainments, Zentropa International, Zentropa Productions;1.0;sony pictures classics;sony pictures home entertainment;0;0;0;0
2010;FOREIGN LANGUAGE FILM;Incendies;tt1255953;Canada;micro_scope, TS Productions, Phi Group, Canadian Broadcasting Corporation;0.0;sony pictures classics;sony pictures home entertainment;0;0;0;0
2010;FOREIGN LANGUAGE FILM;Outside the Law (Hors-la-loi);tt1229381;Algeria;Tessalit Productions, Agence AlgÃ©rienne pour le Rayonnement Culturel (AARC), EPTV, Tassili Films, StudioCanal, France 2 CinÃ©ma, France 3 CinÃ©ma, Kiss Films, Novak Production, Radio TÃ©lÃ©vision Belge Francophone (RTBF), uFilm, Quinta Communications, Eagle Pictures, MinistÃ¨re AlgÃ©rien de la Culture, Centre national du cinÃ©ma et de l'image animÃ©e (CNC), Agence Nationale pour la CohÃ©sion Sociale et l'EgalitÃ© des Chances (ACSE), Fonds Images de la DiversitÃ©, RÃ©gion Provence-Alpes-CÃ´te d'Azur, Quinta Studio Tunisie, Cofinova 6, CinÃ©mage 4, Canal Plus Image, Uni Ã‰toile 7, Canal+, CinÃ©CinÃ©ma, France TÃ©lÃ©visions, Tax Shelter du Gouvernement FÃ©dÃ©ral Belge, Umedia;0.0;0;0;0;0;0;0
2010;MAKEUP;Barney's Version;tt1423894;Adrien Morot;Serendipity Point Films, Fandango, Lyla Films, Eggplant Picture & Sound, Optix Digital Pictures, The Harold Greenberg Fund, TÃ©lÃ©film Canada;0.0;sony pictures classics;universal pictures;sony pictures home entertainment;0;0;0
2010;MAKEUP;The Way Back;tt1023114;Edouard F. Henriques, Gregory Funk and Yolanda Toussieng;Exclusive Films, National Geographic Films, Imagenation Abu Dhabi FZ, Allied Filmmakers, Monolith Films, On the Road, Point Blank Productions, Polski Instytut Sztuki Filmowej;0.0;0;0;0;0;0;0
2010;MAKEUP;The Wolfman;tt0780653;Rick Baker and Dave Elsey;Universal Pictures, Relativity Media, Bluegrass Films, Dentsu;1.0;universal pictures;united international pictures;0;0;0;0
2010;MUSIC (Original Score);How to Train Your Dragon;tt0892769;John Powell;DreamWorks Animation, Mad Hatter Entertainment, Vertigo Entertainment;0.0;paramount pictures;united international pictures;universal pictures;fox;prime video;1
2010;MUSIC (Original Score);Inception;tt1375666;Hans Zimmer;Warner Bros., Legendary Entertainment, Syncopy;0.0;warner bros;warner bros pictures;prime video;hbo max;warner home video;1
2010;MUSIC (Original Score);The King's Speech;tt1504320;Alexandre Desplat;See-Saw Films, The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, Bedlam Productions;0.0;paramount pictures;hbo max;0;0;0;1
2010;MUSIC (Original Score);127 Hours;tt1542344;A.R. Rahman;Searchlight Pictures, PathÃ©, Everest Entertainment, Cloud Eight Films, Decibel Films, Darlow Smithson Productions, Dune Entertainment, Film4, Big Screen Productions;0.0;fox;searchlight pictures;twentieth century fox;warner bros;netflix;1
2010;MUSIC (Original Score);The Social Network;tt1285016;Trent Reznor and Atticus Ross;Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions;1.0;columbia pictures;sony pictures;walt disney;sony pictures home entertainment;0;0
2010;MUSIC (Original Song);Country Strong;tt1555064;Music and Lyric by Tom Douglas, Troy Verges and Hillary Lindsey;Screen Gems, Maguire Entertainment, Material Pictures, TVM;0.0;sony pictures;sony pictures home entertainment;0;0;0;0
2010;MUSIC (Original Song);Tangled;tt0398286;"Music by Alan Menken; Lyric by Glenn Slater";Walt Disney Pictures, Walt Disney Animation Studios;0.0;walt disney;0;0;0;0;0
2010;MUSIC (Original Song);127 Hours;tt1542344;"Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong";Searchlight Pictures, PathÃ©, Everest Entertainment, Cloud Eight Films, Decibel Films, Darlow Smithson Productions, Dune Entertainment, Film4, Big Screen Productions;0.0;fox;searchlight pictures;twentieth century fox;warner bros;netflix;1
2010;MUSIC (Original Song);Toy Story 3;tt0435761;Music and Lyric by Randy Newman;Walt Disney Pictures, Pixar Animation Studios;1.0;walt disney;united international pictures;sony pictures;0;0;0
2010;BEST PICTURE;Black Swan;tt0947798;Mike Medavoy, Brian Oliver and Scott Franklin, Producers;Searchlight Pictures, Cross Creek Pictures, Protozoa Pictures, Phoenix Pictures, Dune Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2010;BEST PICTURE;The Fighter;tt0964517;David Hoberman, Todd Lieberman and Mark Wahlberg, Producers;Closest to the Hole Productions, Fighter, Mandeville Films, Relativity Media, The Park Entertainment, The Weinstein Company;0.0;paramount pictures;hbo max;0;0;0;1
2010;BEST PICTURE;Inception;tt1375666;Emma Thomas and Christopher Nolan, Producers;Warner Bros., Legendary Entertainment, Syncopy;0.0;warner bros;warner bros pictures;prime video;hbo max;warner home video;1
2010;BEST PICTURE;The Kids Are All Right;tt0842926;Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers;Focus Features, Gilbert Films, Saint Aire Production, 10th Hole Productions, Antidote Films, Mandalay Vision, UGC PH;0.0;universal pictures;0;0;0;0;0
2010;BEST PICTURE;The King's Speech;tt1504320;Iain Canning, Emile Sherman and Gareth Unwin, Producers;See-Saw Films, The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, Bedlam Productions;1.0;paramount pictures;hbo max;0;0;0;1
2010;BEST PICTURE;127 Hours;tt1542344;Christian Colson, Danny Boyle and John Smithson, Producers;Searchlight Pictures, PathÃ©, Everest Entertainment, Cloud Eight Films, Decibel Films, Darlow Smithson Productions, Dune Entertainment, Film4, Big Screen Productions;0.0;fox;searchlight pictures;twentieth century fox;warner bros;netflix;1
2010;BEST PICTURE;The Social Network;tt1285016;Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers;Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions;0.0;columbia pictures;sony pictures;walt disney;sony pictures home entertainment;0;0
2010;BEST PICTURE;Toy Story 3;tt0435761;Darla K. Anderson, Producer;Walt Disney Pictures, Pixar Animation Studios;0.0;walt disney;united international pictures;sony pictures;0;0;0
2010;BEST PICTURE;True Grit;tt1403865;Scott Rudin, Ethan Coen and Joel Coen, Producers;Paramount Pictures, Skydance Media, Scott Rudin Productions, Mike Zoss Productions;0.0;paramount pictures;united international pictures;universal pictures;hbo max;0;1
2010;BEST PICTURE;Winter's Bone;tt1399683;Anne Rosellini and Alix Madigan-Yorkin, Producers;Anonymous Content, Winter's Bone Productions;0.0;0;0;0;0;0;0
2010;SHORT FILM (Animated);Day & Night;tt1620446;Teddy Newton;Pixar Animation Studios, Walt Disney Pictures;0.0;walt disney;0;0;0;0;0
2010;SHORT FILM (Animated);The Gruffalo;tt1461418;Jakob Schuh and Max Lang;Magic Light Pictures, Studio Soi, Orange Eye, British Broadcasting Corporation (BBC), Nick Jr., Zweites Deutsches Fernsehen (ZDF), Zweites Deutsches Fernsehen;0.0;netflix;0;0;0;0;1
2010;SHORT FILM (Animated);Let's Pollute;tt1470652;Geefwee Boedoe;Happy-Go-Dismal Instructional Films;0.0;0;0;0;0;0;0
2010;SHORT FILM (Animated);The Lost Thing;tt1669698;Shaun Tan and Andrew Ruhemann;Highly Spirited, Passion Pictures Australia;1.0;0;0;0;0;0;0
2010;SHORT FILM (Animated);Madagascar, carnet de voyage (Madagascar, a Journey Diary);tt1590114;Bastien Dubois;Sacrebleu Productions, C.R.R.A.V. Nord Pas de Calais, Centre national du cinÃ©ma et de l'image animÃ©e (CNC), SociÃ©tÃ© des Producteurs de CinÃ©ma et de TÃ©lÃ©vision (Procirep), Angoa-Agicoa;0.0;0;0;0;0;0;0
2010;SHORT FILM (Live Action);The Confession;tt1687903;Tanel Toom;National Film and Television School;0.0;0;0;0;0;0;0
2010;SHORT FILM (Live Action);The Crush;tt1509756;Michael Creagh;Bord ScannÃ¡n na hÃ‰ireann / The Irish Film Board;0.0;0;0;0;0;0;0
2010;SHORT FILM (Live Action);God of Love;tt1631323;Luke Matheny;0;1.0;0;0;0;0;0;0
2010;SHORT FILM (Live Action);Na Wewe;tt1764508;Ivan Goldschmidt;A Private View, Cut !, Medya Menia, Radio TÃ©lÃ©vision Belge Francophone (RTBF);0.0;0;0;0;0;0;0
2010;SHORT FILM (Live Action);Wish 143;tt1518330;Ian Barnes and Samantha Waite;Swing and Shift Films, Union Pictures;0.0;0;0;0;0;0;0
2010;SOUND EDITING;Inception;tt1375666;Richard King;Warner Bros., Legendary Entertainment, Syncopy;1.0;warner bros;warner bros pictures;prime video;hbo max;warner home video;1
2010;SOUND EDITING;Toy Story 3;tt0435761;Tom Myers and Michael Silvers;Walt Disney Pictures, Pixar Animation Studios;0.0;walt disney;united international pictures;sony pictures;0;0;0
2010;SOUND EDITING;Tron: Legacy;tt1104001;Gwendolyn Yates Whittle and Addison Teague;Walt Disney Pictures, Sean Bailey Productions, LivePlanet, Prana Studios, Thomas FX Group;0.0;walt disney;sony pictures;0;0;0;0
2010;SOUND EDITING;True Grit;tt1403865;Skip Lievsay and Craig Berkey;Paramount Pictures, Skydance Media, Scott Rudin Productions, Mike Zoss Productions;0.0;paramount pictures;united international pictures;universal pictures;hbo max;0;1
2010;SOUND EDITING;Unstoppable;tt0477080;Mark P. Stoeckinger;Twentieth Century Fox, Prospect Park, Scott Free Productions, Firm Films, Millbrook Farm Productions;0.0;twentieth century fox;fox;warner bros;hbo max;0;0
2010;SOUND MIXING;Inception;tt1375666;Lora Hirschberg, Gary A. Rizzo and Ed Novick;Warner Bros., Legendary Entertainment, Syncopy;1.0;warner bros;warner bros pictures;prime video;hbo max;warner home video;1
2010;SOUND MIXING;The King's Speech;tt1504320;Paul Hamblin, Martin Jensen and John Midgley;See-Saw Films, The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, Bedlam Productions;0.0;paramount pictures;hbo max;0;0;0;1
2010;SOUND MIXING;Salt;tt0944835;Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin;Columbia Pictures, Relativity Media, Di Bonaventura Pictures, Wintergreen Productions;0.0;columbia pictures;sony pictures;united international pictures;walt disney;sony pictures home entertainment;0
2010;SOUND MIXING;The Social Network;tt1285016;Ren Klyce, David Parker, Michael Semanick and Mark Weingarten;Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions;0.0;columbia pictures;sony pictures;walt disney;sony pictures home entertainment;0;0
2010;SOUND MIXING;True Grit;tt1403865;Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland;Paramount Pictures, Skydance Media, Scott Rudin Productions, Mike Zoss Productions;0.0;paramount pictures;united international pictures;universal pictures;hbo max;0;1
2010;VISUAL EFFECTS;Alice in Wonderland;tt1014759;Ken Ralston, David Schaub, Carey Villegas and Sean Phillips;Walt Disney Pictures, Roth Films, Team Todd, The Zanuck Company, Tim Burton Productions;0.0;walt disney;sony pictures;sony pictures home entertainment;0;0;0
2010;VISUAL EFFECTS;Harry Potter and the Deathly Hallows Part 1;tt0926084;Tim Burke, John Richardson, Christian Manz and Nicolas Aithadi;Warner Bros., Heyday Films;0.0;warner bros;warner bros pictures;hbo max;warner home video;0;0
2010;VISUAL EFFECTS;Hereafter;tt1212419;Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell;Warner Bros., Malpaso Productions, The Kennedy/Marshall Company, Amblin Entertainment, Dombey Street Productions;0.0;warner bros;warner home video;warner bros pictures;0;0;0
2010;VISUAL EFFECTS;Inception;tt1375666;Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb;Warner Bros., Legendary Entertainment, Syncopy;1.0;warner bros;warner bros pictures;prime video;hbo max;warner home video;1
2010;VISUAL EFFECTS;Iron Man 2;tt1228705;Janek Sirrs, Ben Snow, Ged Wright and Daniel Sudick;Paramount Pictures, Marvel Entertainment, Marvel Studios, Fairview Entertainment;0.0;paramount pictures;united international pictures;universal pictures;walt disney;0;1
2010;WRITING (Adapted Screenplay);127 Hours;tt1542344;Screenplay by Danny Boyle & Simon Beaufoy;Searchlight Pictures, PathÃ©, Everest Entertainment, Cloud Eight Films, Decibel Films, Darlow Smithson Productions, Dune Entertainment, Film4, Big Screen Productions;0.0;fox;searchlight pictures;twentieth century fox;warner bros;netflix;1
2010;WRITING (Adapted Screenplay);The Social Network;tt1285016;Screenplay by Aaron Sorkin;Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions;1.0;columbia pictures;sony pictures;walt disney;sony pictures home entertainment;0;0
2010;WRITING (Adapted Screenplay);Toy Story 3;tt0435761;"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich";Walt Disney Pictures, Pixar Animation Studios;0.0;walt disney;united international pictures;sony pictures;0;0;0
2010;WRITING (Adapted Screenplay);True Grit;tt1403865;Written for the screen by Joel Coen & Ethan Coen;Paramount Pictures, Skydance Media, Scott Rudin Productions, Mike Zoss Productions;0.0;paramount pictures;united international pictures;universal pictures;hbo max;0;1
2010;WRITING (Adapted Screenplay);Winter's Bone;tt1399683;Adapted for the screen by Debra Granik & Anne Rosellini;Anonymous Content, Winter's Bone Productions;0.0;0;0;0;0;0;0
2010;WRITING (Original Screenplay);Another Year;tt1431181;Written by Mike Leigh;Thin Man Films, Film4, Focus Features, UK Film Council, National Lottery, Simon Channing Production, Untitled 09;0.0;sony pictures classics;twentieth century fox;sony pictures home entertainment;0;0;0
2010;WRITING (Original Screenplay);The Fighter;tt0964517;"Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson";Closest to the Hole Productions, Fighter, Mandeville Films, Relativity Media, The Park Entertainment, The Weinstein Company;0.0;paramount pictures;hbo max;0;0;0;1
2010;WRITING (Original Screenplay);Inception;tt1375666;Written by Christopher Nolan;Warner Bros., Legendary Entertainment, Syncopy;0.0;warner bros;warner bros pictures;prime video;hbo max;warner home video;1
2010;WRITING (Original Screenplay);The Kids Are All Right;tt0842926;Written by Lisa Cholodenko & Stuart Blumberg;Focus Features, Gilbert Films, Saint Aire Production, 10th Hole Productions, Antidote Films, Mandalay Vision, UGC PH;0.0;universal pictures;0;0;0;0;0
2010;WRITING (Original Screenplay);The King's Speech;tt1504320;Screenplay by David Seidler;See-Saw Films, The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, Bedlam Productions;1.0;paramount pictures;hbo max;0;0;0;1
2010;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2010;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2010;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2010;IRVING G. THALBERG MEMORIAL AWARD;;;Francis Ford Coppola;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
2010;SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award);;;;;1.0;0;0;0;0;0;0
2010;JOHN A. BONNER MEDAL OF COMMENDATION;;;;;1.0;0;0;0;0;0;0
2011;ACTOR IN A LEADING ROLE;A Better Life;tt1554091;Demián Bichir;Summit Entertainment, Lime Orchard Productions, Witt/Thomas Productions, Depth of Field, McLaughlin Films;0.0;hbo max;0;0;0;0;0
2011;ACTOR IN A LEADING ROLE;The Descendants;tt1033575;George Clooney;Fox Searchlight Pictures, Ad Hominem Enterprises, Dune Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;hbo max;0
2011;ACTOR IN A LEADING ROLE;The Artist;tt1655442;Jean Dujardin;Studio 37, La Petite Reine, La Classe AmÃ©ricaine, JD Prod, France 3 CinÃ©ma, Jouror Productions, uFilm, Canal+, CinÃ©CinÃ©ma, France TÃ©lÃ©visions, Tax Shelter du Gouvernement FÃ©dÃ©ral Belge;1.0;warner bros;sony pictures home entertainment;0;0;0;0
2011;ACTOR IN A LEADING ROLE;Tinker Tailor Soldier Spy;tt1340800;Gary Oldman;StudioCanal, Karla Films, Paradis Films, Starhaus Filmproduktion, Working Title Films, Canal+, CinÃ©CinÃ©ma, TTSS, Focus Features;0.0;universal pictures;fox;hbo max;0;0;0
2011;ACTOR IN A LEADING ROLE;Moneyball;tt1210166;Brad Pitt;Columbia Pictures, Scott Rudin Productions, Michael De Luca Productions, Film Rites, Sidney Kimmel Entertainment, Specialty Films;0.0;columbia pictures;sony pictures;united international pictures;walt disney;sony pictures home entertainment;0
2011;ACTOR IN A SUPPORTING ROLE;My Week with Marilyn;tt1655420;Kenneth Branagh;The Weinstein Company, BBC Film, Lipsync Productions, Trademark Films, UK Film Council;0.0;0;0;0;0;0;0
2011;ACTOR IN A SUPPORTING ROLE;Moneyball;tt1210166;Jonah Hill;Columbia Pictures, Scott Rudin Productions, Michael De Luca Productions, Film Rites, Sidney Kimmel Entertainment, Specialty Films;0.0;columbia pictures;sony pictures;united international pictures;walt disney;sony pictures home entertainment;0
2011;ACTOR IN A SUPPORTING ROLE;Warrior;tt1291584;Nick Nolte;Lionsgate, Mimran Schur Pictures, Solaris, Filmtribe;0.0;fox;0;0;0;0;0
2011;ACTOR IN A SUPPORTING ROLE;Beginners;tt1532503;Christopher Plummer;Olympus Pictures, Parts and Labor, Northwood Productions;1.0;universal pictures;hbo max;united international pictures;0;0;0
2011;ACTOR IN A SUPPORTING ROLE;Extremely Loud & Incredibly Close;tt0477302;Max von Sydow;Warner Bros., Scott Rudin Productions, Paramount Pictures;0.0;twentieth century fox;warner bros;hbo max;netflix;warner home video;1
2011;ACTRESS IN A LEADING ROLE;Albert Nobbs;tt1602098;Glenn Close;Mockingbird Pictures, Trillium Productions, Parallel Film Productions, Morrison Films, WestEnd Films, Chrysalis Films, Allen & Associates, Canal+, Bord ScannÃ¡n na hÃ‰ireann / The Irish Film Board;0.0;0;0;0;0;0;0
2011;ACTRESS IN A LEADING ROLE;The Help;tt1454029;Viola Davis;DreamWorks, Dreamworks Pictures, Reliance Film & Entertainment, Participant, Imagenation, 1492 Pictures, Harbinger Pictures;0.0;walt disney;sony pictures home entertainment;0;0;0;0
2011;ACTRESS IN A LEADING ROLE;The Girl with the Dragon Tattoo;tt1568346;Rooney Mara;Columbia Pictures, Metro-Goldwyn-Mayer (MGM), Scott Rudin Productions, Yellow Bird;0.0;columbia pictures;sony pictures;walt disney;united international pictures;warner bros;0
2011;ACTRESS IN A LEADING ROLE;The Iron Lady;tt1007029;Meryl Streep;DJ Films, PathÃ©, Film4, Canal+, Goldcrest Pictures, UK Film Council, CinÃ©CinÃ©ma;1.0;twentieth century fox;fox;0;0;0;0
2011;ACTRESS IN A LEADING ROLE;My Week with Marilyn;tt1655420;Michelle Williams;The Weinstein Company, BBC Film, Lipsync Productions, Trademark Films, UK Film Council;0.0;0;0;0;0;0;0
2011;ACTRESS IN A SUPPORTING ROLE;The Artist;tt1655442;Bérénice Bejo;Studio 37, La Petite Reine, La Classe AmÃ©ricaine, JD Prod, France 3 CinÃ©ma, Jouror Productions, uFilm, Canal+, CinÃ©CinÃ©ma, France TÃ©lÃ©visions, Tax Shelter du Gouvernement FÃ©dÃ©ral Belge;0.0;warner bros;sony pictures home entertainment;0;0;0;0
2011;ACTRESS IN A SUPPORTING ROLE;The Help;tt1454029;Jessica Chastain;DreamWorks, Dreamworks Pictures, Reliance Film & Entertainment, Participant, Imagenation, 1492 Pictures, Harbinger Pictures;0.0;walt disney;sony pictures home entertainment;0;0;0;0
2011;ACTRESS IN A SUPPORTING ROLE;Bridesmaids;tt1478338;Melissa McCarthy;Universal Pictures, Relativity Media, Apatow Productions;0.0;universal pictures;united international pictures;sony pictures home entertainment;hbo max;0;0
2011;ACTRESS IN A SUPPORTING ROLE;Albert Nobbs;tt1602098;Janet McTeer;Mockingbird Pictures, Trillium Productions, Parallel Film Productions, Morrison Films, WestEnd Films, Chrysalis Films, Allen & Associates, Canal+, Bord ScannÃ¡n na hÃ‰ireann / The Irish Film Board;0.0;0;0;0;0;0;0
2011;ACTRESS IN A SUPPORTING ROLE;The Help;tt1454029;Octavia Spencer;DreamWorks, Dreamworks Pictures, Reliance Film & Entertainment, Participant, Imagenation, 1492 Pictures, Harbinger Pictures;1.0;walt disney;sony pictures home entertainment;0;0;0;0
2011;ANIMATED FEATURE FILM;A Cat in Paris;tt1673702;Alain Gagnol and Jean-Loup Felicioli;Folimage, Centre du CinÃ©ma et de l'Audiovisuel de la FÃ©dÃ©ration Wallonie-Bruxelles, Digit Anima, France 3 CinÃ©ma, LumiÃ¨re, Lunanime, Radio TÃ©lÃ©vision Belge Francophone (RTBF), RhÃ´ne-Alpes CinÃ©ma;0.0;0;0;0;0;0;0
2011;ANIMATED FEATURE FILM;Chico & Rita;tt1235830;Fernando Trueba and Javier Mariscal;Isle of Man Film, CinemaNX, Estudio Mariscal, Fernando Trueba Producciones CinematogrÃ¡ficas, Generalitat de Catalunya - Institut CatalÃ  de les IndÃºstries Culturals, HanWay Films, ICF Institut CatalÃ  de Finances, Instituto de CrÃ©dito Oficial, Instituto de la CinematografÃ­a y de las Artes Audiovisuales, Magic Light Pictures, Mesfilms, TelevisiÃ³ de Catalunya, TelevisiÃ³n EspaÃ±ola;0.0;0;0;0;0;0;0
2011;ANIMATED FEATURE FILM;Kung Fu Panda 2;tt1302011;Jennifer Yuh Nelson;DreamWorks Animation;0.0;paramount pictures;united international pictures;universal pictures;fox;hbo max;1
2011;ANIMATED FEATURE FILM;Puss in Boots;tt0448694;Chris Miller;DreamWorks Animation;0.0;paramount pictures;united international pictures;universal pictures;fox;netflix;1
2011;ANIMATED FEATURE FILM;Rango;tt1192628;Gore Verbinski;Paramount Pictures, Nickelodeon Movies, Blind Wink Productions, GK Films, Industrial Light & Magic;1.0;paramount pictures;united international pictures;universal pictures;netflix;0;1
2011;ART DIRECTION;The Artist;tt1655442;"Production Design: Laurence Bennett; Set Decoration: Robert Gould";Studio 37, La Petite Reine, La Classe AmÃ©ricaine, JD Prod, France 3 CinÃ©ma, Jouror Productions, uFilm, Canal+, CinÃ©CinÃ©ma, France TÃ©lÃ©visions, Tax Shelter du Gouvernement FÃ©dÃ©ral Belge;0.0;warner bros;sony pictures home entertainment;0;0;0;0
2011;ART DIRECTION;Harry Potter and the Deathly Hallows Part 2;tt1201607;"Production Design: Stuart Craig; Set Decoration: Stephenie McMillan";Warner Bros., Heyday Films;0.0;warner bros;warner bros pictures;hbo max;warner home video;0;0
2011;ART DIRECTION;Hugo;tt0970179;"Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo";Paramount Pictures, GK Films, Infinitum Nihil, Janimation;1.0;paramount pictures;united international pictures;universal pictures;0;0;1
2011;ART DIRECTION;Midnight in Paris;tt1605783;"Production Design: Anne Seibel; Set Decoration: Hélène Dubreuil";Mediapro, VersÃ¡til Cinema, Gravier Productions, Pontchartrain Productions, TelevisiÃ³ de Catalunya, Catalan Films & TV;0.0;sony pictures classics;sony pictures home entertainment;netflix;0;0;1
2011;ART DIRECTION;War Horse;tt1568911;"Production Design: Rick Carter; Set Decoration: Lee Sandales";Dreamworks Pictures, Touchstone Pictures, Reliance Entertainment, Amblin Entertainment, The Kennedy/Marshall Company;0.0;walt disney;sony pictures;0;0;0;0
2011;CINEMATOGRAPHY;The Artist;tt1655442;Guillaume Schiffman;Studio 37, La Petite Reine, La Classe AmÃ©ricaine, JD Prod, France 3 CinÃ©ma, Jouror Productions, uFilm, Canal+, CinÃ©CinÃ©ma, France TÃ©lÃ©visions, Tax Shelter du Gouvernement FÃ©dÃ©ral Belge;0.0;warner bros;sony pictures home entertainment;0;0;0;0
2011;CINEMATOGRAPHY;The Girl with the Dragon Tattoo;tt1568346;Jeff Cronenweth;Columbia Pictures, Metro-Goldwyn-Mayer (MGM), Scott Rudin Productions, Yellow Bird;0.0;columbia pictures;sony pictures;walt disney;united international pictures;warner bros;0
2011;CINEMATOGRAPHY;Hugo;tt0970179;Robert Richardson;Paramount Pictures, GK Films, Infinitum Nihil, Janimation;1.0;paramount pictures;united international pictures;universal pictures;0;0;1
2011;CINEMATOGRAPHY;The Tree of Life;tt0478304;Emmanuel Lubezki;Cottonwood Pictures, River Road Entertainment, Fox Searchlight Pictures, Brace Cove Productions, Plan B Entertainment, Summit Entertainment;0.0;fox;searchlight pictures;twentieth century fox;walt disney;warner home video;0
2011;CINEMATOGRAPHY;War Horse;tt1568911;Janusz Kaminski;Dreamworks Pictures, Touchstone Pictures, Reliance Entertainment, Amblin Entertainment, The Kennedy/Marshall Company;0.0;walt disney;sony pictures;0;0;0;0
2011;COSTUME DESIGN;Anonymous;tt1521197;Lisy Christl;Columbia Pictures, Relativity Media, Centropolis Entertainment, Studio Babelsberg, Anonymous Pictures, Vierzehnte Babelsberg Film, Siebente Babelsberg Film, Achte Babelsberg Film;0.0;columbia pictures;sony pictures;walt disney;sony pictures home entertainment;netflix;1
2011;COSTUME DESIGN;The Artist;tt1655442;Mark Bridges;Studio 37, La Petite Reine, La Classe AmÃ©ricaine, JD Prod, France 3 CinÃ©ma, Jouror Productions, uFilm, Canal+, CinÃ©CinÃ©ma, France TÃ©lÃ©visions, Tax Shelter du Gouvernement FÃ©dÃ©ral Belge;1.0;warner bros;sony pictures home entertainment;0;0;0;0
