Year,Category,Film,Name,NomineeIds,winner,productora,distribuidor
2001,ANIMATED FEATURE FILM,Shrek,Aron Warner,nm0912403,1,Dreamworks Pictures,b&h film distribution
2001,ART DIRECTION,Amélie,Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla,"nm0094355,nm0884831",0,Claudie Ossard Productions,albatros film
2001,ART DIRECTION,Gosford Park,Art Direction: Stephen Altman; Set Decoration: Anna Pinnock,"nm0022939,nm0003519",0,USA Films,usa films
2001,ART DIRECTION,Harry Potter and the Sorcerer's Stone,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,"nm0186023,nm0573328",0,Warner Bros.,warner bros
2001,ART DIRECTION,The Lord of the Rings: The Fellowship of the Ring,Art Direction: Grant Major; Set Decoration: Dan Hennah,"nm0538194,nm0377172",0,New Line Cinema,new line cinema
2001,ART DIRECTION,Moulin Rouge,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,"nm0552039,nm0110488",1,Twentieth Century Fox,twentieth century fox
2001,CINEMATOGRAPHY,Amélie,Bruno Delbonnel,nm0216632,0,Claudie Ossard Productions,albatros film
2001,CINEMATOGRAPHY,Black Hawk Down,Slawomir Idziak,nm0005744,0,Revolution Studios,columbia pictures
2001,CINEMATOGRAPHY,The Lord of the Rings: The Fellowship of the Ring,Andrew Lesnie,nm0504226,1,New Line Cinema,new line cinema
2001,CINEMATOGRAPHY,The Man Who Wasn't There,Roger Deakins,nm0005683,0,Good Machine,entertainment film distributors
2001,CINEMATOGRAPHY,Moulin Rouge,Donald M. McAlpine,nm0005791,0,Twentieth Century Fox,twentieth century fox
2001,COSTUME DESIGN,The Affair of the Necklace,Milena Canonero,nm0134382,0,Alcon Entertainment,warner bros
2001,COSTUME DESIGN,Gosford Park,Jenny Beavan,nm0064746,0,USA Films,usa films
2001,COSTUME DESIGN,Harry Potter and the Sorcerer's Stone,Judianna Makovsky,nm0538721,0,Warner Bros.,warner bros
2001,COSTUME DESIGN,The Lord of the Rings: The Fellowship of the Ring,"Ngila Dickson, Richard Taylor","nm0225699,nm0853050",0,New Line Cinema,new line cinema
2001,COSTUME DESIGN,Moulin Rouge,"Catherine Martin, Angus Strathie","nm0552039,nm0833572",1,Twentieth Century Fox,twentieth century fox
2001,DIRECTING,A Beautiful Mind,Ron Howard,nm0000165,1,Universal Pictures,universal
2001,DIRECTING,Black Hawk Down,Ridley Scott,nm0000631,0,Revolution Studios,columbia pictures
2001,DIRECTING,Gosford Park,Robert Altman,nm0000265,0,USA Films,usa films
2001,DIRECTING,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,nm0001392,0,New Line Cinema,new line cinema
2001,DIRECTING,Mulholland Drive,David Lynch,nm0000186,0,Les Films Alain Sarde,universal
2001,DOCUMENTARY (Feature),Children Underground,Edet Belzberg,nm0069797,0,Belzberg Films,childhope international
2001,DOCUMENTARY (Feature),LaLee's Kin: The Legacy of Cotton,"Susan Froemke, Deborah Dickson","nm0297085,nm0225630",0,Home Box Office,home box office (hbo)
2001,DOCUMENTARY (Feature),Murder on a Sunday Morning,"Jean-Xavier de Lestrade, Denis Poncet","nm0994355,nm1119350",1,Centre national du cinÃ©ma et de l'image animÃ©e,home box office (hbo)
2001,DOCUMENTARY (Feature),Promises,"Justine Shapiro, B.Z. Goldberg","nm0035184,nm0325148",0,Promises Film Project,cdi films
2001,DOCUMENTARY (Feature),War Photographer,Christian Frei,nm0293726,0,Christian Frei Filmproductions,look now!
2001,DOCUMENTARY (Short Subject),Artists and Orphans: A True Drama,Lianne Klapper McNally,nm0458259,0,0,0
2001,DOCUMENTARY (Short Subject),Sing!,"Freida Lee Mock, Jessica Sanders","nm0595131,nm1124618",0,American Film Foundation,0
2001,DOCUMENTARY (Short Subject),Thoth,"Sarah Kernochan, Lynn Appelle","nm0449576,nm0032258",1,Amateur Rabbit,direct cinema limited
2001,FILM EDITING,A Beautiful Mind,"Mike Hill, Dan Hanley","nm0384528,nm0360067",0,Universal Pictures,universal
2001,FILM EDITING,Black Hawk Down,Pietro Scalia,nm0768817,1,Revolution Studios,columbia pictures
2001,FILM EDITING,The Lord of the Rings: The Fellowship of the Ring,John Gilbert,nm0003016,0,New Line Cinema,new line cinema
2001,FILM EDITING,Memento,Dody Dorn,nm0233827,0,Newmarket Capital Group,newmarket films
2001,FILM EDITING,Moulin Rouge,Jill Bilcock,nm0082162,0,Twentieth Century Fox,twentieth century fox
2001,FOREIGN LANGUAGE FILM,Amélie,France,,0,Claudie Ossard Productions,albatros film
2001,FOREIGN LANGUAGE FILM,Elling,Norway,,0,Maipo Film,united international pictures (uip)
2001,FOREIGN LANGUAGE FILM,Lagaan,India,,0,Aamir Khan Productions,aamir khan productions
2001,FOREIGN LANGUAGE FILM,No Man's Land,Bosnia & Herzegovina,,1,NoÃ© Productions,studiocanal
2001,FOREIGN LANGUAGE FILM,Son of the Bride,Argentina,,0,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),distribution company
2001,MAKEUP,A Beautiful Mind,"Greg Cannom, Colleen Callaghan","nm0134148,nm0130128",0,Universal Pictures,universal
2001,MAKEUP,The Lord of the Rings: The Fellowship of the Ring,"Peter Owen, Richard Taylor","nm0654232,nm0853050",1,New Line Cinema,new line cinema
2001,MAKEUP,Moulin Rouge,"Maurizio Silvi, Aldo Signoretti","nm0799198,nm0797532",0,Twentieth Century Fox,twentieth century fox
2001,MUSIC (Original Score),A.I. Artificial Intelligence,John Williams,nm0002354,0,Warner Bros.,warner bros
2001,MUSIC (Original Score),A Beautiful Mind,James Horner,nm0000035,0,Universal Pictures,universal
2001,MUSIC (Original Score),Harry Potter and the Sorcerer's Stone,John Williams,nm0002354,0,Warner Bros.,warner bros
2001,MUSIC (Original Score),The Lord of the Rings: The Fellowship of the Ring,Howard Shore,nm0006290,1,New Line Cinema,new line cinema
2001,MUSIC (Original Score),"Monsters, Inc.",Randy Newman,nm0005271,0,Walt Disney Pictures,buena vista pictures distribution
2001,MUSIC (Original Song),"Monsters, Inc.",Music and Lyric by Randy Newman,nm0005271,1,Walt Disney Pictures,buena vista pictures distribution
2001,MUSIC (Original Song),The Lord of the Rings: The Fellowship of the Ring,"Music and Lyric by Enya, Nicky Ryan and Roma Ryan","nm0258216,nm1211393,nm0752822",0,New Line Cinema,new line cinema
2001,MUSIC (Original Song),Pearl Harbor,Music and Lyric by Diane Warren,nm0005534,0,Touchstone Pictures,buena vista pictures distribution
2001,MUSIC (Original Song),Kate & Leopold,Music and Lyric by Sting,nm0001776,0,Konrad Pictures,miramax
2001,MUSIC (Original Song),Vanilla Sky,Music and Lyric by Paul McCartney,nm0005200,0,Paramount Pictures,paramount
2001,BEST PICTURE,A Beautiful Mind,"Brian Grazer and Ron Howard, Producers","nm0004976,nm0000165",1,Universal Pictures,universal
2001,BEST PICTURE,Gosford Park,"Robert Altman, Bob Balaban and David Levy, Producers","nm0000265,nm0000837,nm0506379",0,USA Films,usa films
2001,BEST PICTURE,In the Bedroom,"Graham Leader, Ross Katz and Todd Field, Producers","nm0494910,nm0441839,nm0276062",0,Good Machine,good machine international
2001,BEST PICTURE,The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers","nm0001392,nm0909638,nm0651614",0,New Line Cinema,new line cinema
2001,BEST PICTURE,Moulin Rouge,"Martin Brown, Baz Luhrmann and Fred Baron, Producers","nm0114213,nm0525303,nm0056236",0,Twentieth Century Fox,twentieth century fox
2001,SHORT FILM (Animated),Fifty Percent Grey,"Ruairi Robinson, Seamus Byrne","nm1099711,nm0126289",0,Zanita Films,atomfilms
2001,SHORT FILM (Animated),For the Birds,Ralph Eggleston,nm0250995,1,Pixar Animation Studios,buena vista international
2001,SHORT FILM (Animated),Give Up Yer Aul Sins,"Cathal Gaffney, Darragh O'Connell","nm1124614,nm1124615",0,Bord ScannÃ¡n na hÃ‰ireann / The Irish Film Board,0
2001,SHORT FILM (Animated),Strange Invaders,Cordell Barker,nm0054855,0,National Film Board of Canada (NFB),national film board of canada
2001,SHORT FILM (Animated),Stubble Trouble,Joseph E. Merideth,nm1124616,0,Calabash Animation,0
2001,SHORT FILM (Live Action),the accountant,"Ray McKinnon, Lisa Blount","nm0571964,nm0089408",1,Ginny Mule Pictures,lightyear entertainment
2001,SHORT FILM (Live Action),Copy Shop,Virgil Widrich,nm0927179,0,Virgil Widrich Filmproduktion,filmpixs
2001,SHORT FILM (Live Action),Gregor's Greatest Invention,Johannes Kiefer,nm0452374,0,SÃ¼dwest Film Filmproduktion,kurzfilmagentur (kfa)
2001,SHORT FILM (Live Action),A Man Thing (Meska Sprawa),"Slawomir Fabicki, Bogumil Godfrejow","nm0264614,nm0323950",0,Polish National Film School,0
2001,SHORT FILM (Live Action),Speed for Thespians,"Kalman Apple, Shameela Bakhsh","nm0032315,nm0049075",0,Lester Films Limited,0
2001,SOUND,Amélie,"Vincent Arnardi, Guillaume Leriche, Jean Umansky","nm0003399,nm1054914,nm0880796",0,Claudie Ossard Productions,albatros film
2001,SOUND,Black Hawk Down,"Michael Minkler, Myron Nettinga, Chris Munro","nm0591444,nm0002383,nm0613101",1,Revolution Studios,columbia pictures
2001,SOUND,The Lord of the Rings: The Fellowship of the Ring,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek","nm0102110,nm0783713,nm0187098,nm0003827",0,New Line Cinema,new line cinema
2001,SOUND,Moulin Rouge,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics","nm0625144,nm0066933,nm0767373,nm0796456",0,Twentieth Century Fox,twentieth century fox
2001,SOUND,Pearl Harbor,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin","nm0640114,nm0751169,nm0222818",0,Touchstone Pictures,buena vista pictures distribution
2001,SOUND EDITING,"Monsters, Inc.","Gary Rydstrom, Michael Silvers","nm0003977,nm0799011",0,Walt Disney Pictures,buena vista pictures distribution
2001,SOUND EDITING,Pearl Harbor,"George Watters II, Christopher Boyes","nm0915036,nm0102110",1,Touchstone Pictures,buena vista pictures distribution
2001,VISUAL EFFECTS,A.I. Artificial Intelligence,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri","nm0613830,nm0268141,nm0935644,nm0487177",0,Warner Bros.,warner bros
2001,VISUAL EFFECTS,The Lord of the Rings: The Fellowship of the Ring,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson","nm0753277,nm0177241,nm0853050,nm0828078",1,New Line Cinema,new line cinema
2001,VISUAL EFFECTS,Pearl Harbor,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow","nm0108094,nm0292594,nm0386644,nm0811240",0,Touchstone Pictures,buena vista pictures distribution
2001,WRITING (Screenplay Based on Material Previously Produced or Published),A Beautiful Mind,Written by Akiva Goldsman,nm0326040,1,Universal Pictures,universal
2001,WRITING (Screenplay Based on Material Previously Produced or Published),Ghost World,Written by Daniel Clowes & Terry Zwigoff,"nm0167280,nm0959062",0,United Artists,united artists
2001,WRITING (Screenplay Based on Material Previously Produced or Published),In the Bedroom,Screenplay by Rob Festinger and Todd Field,"nm0275284,nm0276062",0,Good Machine,good machine international
2001,WRITING (Screenplay Based on Material Previously Produced or Published),The Lord of the Rings: The Fellowship of the Ring,"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson","nm0909638,nm0101991,nm0001392",0,New Line Cinema,new line cinema
2001,WRITING (Screenplay Based on Material Previously Produced or Published),Shrek,Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,"nm0254645,nm0744429,nm0830294,nm0776107",0,Dreamworks Pictures,b&h film distribution
2001,WRITING (Screenplay Written Directly for the Screen),Amélie,Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,"nm0491011,nm0000466",0,Claudie Ossard Productions,albatros film
2001,WRITING (Screenplay Written Directly for the Screen),Gosford Park,Written by Julian Fellowes,nm0271501,1,USA Films,usa films
2001,WRITING (Screenplay Written Directly for the Screen),Memento,Screenplay by Christopher Nolan; Story by Jonathan Nolan,"nm0634240,nm0634300",0,Newmarket Capital Group,newmarket films
2001,WRITING (Screenplay Written Directly for the Screen),Monster's Ball,Written by Milo Addica & Will Rokos,"nm0995906,nm0737993",0,Lionsgate,lionsgate
2001,WRITING (Screenplay Written Directly for the Screen),The Royal Tenenbaums,Written by Wes Anderson & Owen Wilson,"nm0027572,nm0005562",0,Touchstone Pictures,buena vista pictures distribution
2001,JEAN HERSHOLT HUMANITARIAN AWARD,,Arthur Hiller,nm0002137,1,nan,sin información
2001,HONORARY AWARD,,,nm0001627,1,nan,sin información
2001,HONORARY AWARD,,,nm0000602,1,nan,sin información
2001,GORDON E. SAWYER AWARD,,,nm0223907,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm0470117,?,?",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm0475571,nm1992966,?,nm0175190",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm0738943,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm0458630,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm0391642,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm8032955,?",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"?,?,nm2554169",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0026944,nm0396606,nm0680288,nm1852632",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0838354,nm0769774",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0819163,nm0885844,nm0251132,nm0677487",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"?,nm2245514",1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm1302541,1,nan,sin información
2001,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0734747,nm0842157",1,nan,sin información
2001,AWARD OF COMMENDATION,,,nm0259173,1,nan,sin información
2001,AWARD OF COMMENDATION,,,co0065738,1,nan,sin información
2001,JOHN A. BONNER MEDAL OF COMMENDATION,,,nm2990419,1,nan,sin información
2002,ACTOR IN A LEADING ROLE,The Pianist,Adrien Brody,nm0004778,1,R.P. Productions,focus features
2002,ACTOR IN A LEADING ROLE,Adaptation,Nicolas Cage,nm0000115,0,Columbia Pictures,columbia pictures
2002,ACTOR IN A LEADING ROLE,The Quiet American,Michael Caine,nm0000323,0,Miramax,miramax
2002,ACTOR IN A LEADING ROLE,Gangs of New York,Daniel Day-Lewis,nm0000358,0,Miramax,miramax
2002,ACTOR IN A LEADING ROLE,About Schmidt,Jack Nicholson,nm0000197,0,New Line Cinema,new line cinema
2002,ACTOR IN A SUPPORTING ROLE,Adaptation,Chris Cooper,nm0177933,1,Columbia Pictures,columbia pictures
2002,ACTOR IN A SUPPORTING ROLE,The Hours,Ed Harris,nm0000438,0,Paramount Pictures,asmik ace entertainment
2002,ACTOR IN A SUPPORTING ROLE,Road to Perdition,Paul Newman,nm0000056,0,Dreamworks Pictures,dreamworks distribution
2002,ACTOR IN A SUPPORTING ROLE,Chicago,John C. Reilly,nm0000604,0,Miramax,miramax
2002,ACTOR IN A SUPPORTING ROLE,Catch Me If You Can,Christopher Walken,nm0000686,0,Dreamworks Pictures,dreamworks distribution
2002,ACTRESS IN A LEADING ROLE,Frida,Salma Hayek,nm0000161,0,Handprint Entertainment,miramax
2002,ACTRESS IN A LEADING ROLE,The Hours,Nicole Kidman,nm0000173,1,Paramount Pictures,asmik ace entertainment
2002,ACTRESS IN A LEADING ROLE,Unfaithful,Diane Lane,nm0000178,0,Fox 2000 Pictures,twentieth century fox
2002,ACTRESS IN A LEADING ROLE,Far from Heaven,Julianne Moore,nm0000194,0,Focus Features,focus features
2002,ACTRESS IN A LEADING ROLE,Chicago,Renée Zellweger,nm0000250,0,Miramax,miramax
2002,ACTRESS IN A SUPPORTING ROLE,About Schmidt,Kathy Bates,nm0000870,0,New Line Cinema,new line cinema
2002,ACTRESS IN A SUPPORTING ROLE,The Hours,Julianne Moore,nm0000194,0,Paramount Pictures,asmik ace entertainment
2002,ACTRESS IN A SUPPORTING ROLE,Chicago,Queen Latifah,nm0001451,0,Miramax,miramax
2002,ACTRESS IN A SUPPORTING ROLE,Adaptation,Meryl Streep,nm0000658,0,Columbia Pictures,columbia pictures
2002,ACTRESS IN A SUPPORTING ROLE,Chicago,Catherine Zeta-Jones,nm0001876,1,Miramax,miramax
2002,ANIMATED FEATURE FILM,Ice Age,Chris Wedge,nm0917188,0,Twentieth Century Fox,twentieth century fox
2002,ANIMATED FEATURE FILM,Lilo & Stitch,Chris Sanders,nm0761498,0,Walt Disney Pictures,buena vista pictures distribution
2002,ANIMATED FEATURE FILM,Spirit: Stallion of the Cimarron,Jeffrey Katzenberg,nm0005076,0,DreamWorks Animation,b&h film distribution
2002,ANIMATED FEATURE FILM,Spirited Away,Hayao Miyazaki,nm0594503,1,Tokuma Shoten,toho
2002,ANIMATED FEATURE FILM,Treasure Planet,Ron Clements,nm0166256,0,Walt Disney Pictures,buena vista pictures distribution
2002,ART DIRECTION,Chicago,Art Direction: John Myhre; Set Decoration: Gordon Sim,"nm0616924,nm0799246",1,Miramax,miramax
2002,ART DIRECTION,Frida,Art Direction: Felipe Fernandez del Paso; Set Decoration: Hania Robledo,"nm0273259,nm0733281",0,Handprint Entertainment,miramax
2002,ART DIRECTION,Gangs of New York,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,"nm0274721,nm0521302",0,Miramax,miramax
2002,ART DIRECTION,The Lord of the Rings: The Two Towers,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,"nm0538194,nm0377172,nm0496769",0,New Line Cinema,new line cinema
2002,ART DIRECTION,Road to Perdition,Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh,"nm0309357,nm0354101",0,Dreamworks Pictures,dreamworks distribution
2002,CINEMATOGRAPHY,Chicago,Dion Beebe,nm0066244,0,Miramax,miramax
2002,CINEMATOGRAPHY,Far from Heaven,Edward Lachman,nm0005767,0,Focus Features,focus features
2002,CINEMATOGRAPHY,Gangs of New York,Michael Ballhaus,nm0000841,0,Miramax,miramax
2002,CINEMATOGRAPHY,The Pianist,Pawel Edelman,nm0248997,0,R.P. Productions,focus features
2002,CINEMATOGRAPHY,Road to Perdition,Conrad L. Hall,nm0005734,1,Dreamworks Pictures,dreamworks distribution
2002,COSTUME DESIGN,Chicago,Colleen Atwood,nm0041181,1,Miramax,miramax
2002,COSTUME DESIGN,Frida,Julie Weiss,nm0919058,0,Handprint Entertainment,miramax
2002,COSTUME DESIGN,Gangs of New York,Sandy Powell,nm0694309,0,Miramax,miramax
2002,COSTUME DESIGN,The Hours,Ann Roth,nm0744778,0,Paramount Pictures,asmik ace entertainment
2002,COSTUME DESIGN,The Pianist,Anna Sheppard,nm0081318,0,R.P. Productions,focus features
2002,DIRECTING,Chicago,Rob Marshall,nm0551128,0,Miramax,miramax
2002,DIRECTING,Gangs of New York,Martin Scorsese,nm0000217,0,Miramax,miramax
2002,DIRECTING,The Hours,Stephen Daldry,nm0197636,0,Paramount Pictures,asmik ace entertainment
2002,DIRECTING,The Pianist,Roman Polanski,nm0000591,1,R.P. Productions,focus features
2002,DIRECTING,Talk to Her,Pedro Almodóvar,nm0000264,0,El Deseo,warner sogefilms aie
2002,DOCUMENTARY (Feature),Bowling for Columbine,"Michael Moore, Michael Donovan","nm0601619,nm0233035",1,United Artists,united artists
2002,DOCUMENTARY (Feature),Daughter from Danang,"Gail Dolgin, Vicente Franco","nm0231000,nm0290657",0,0,public broadcasting service (pbs)
2002,DOCUMENTARY (Feature),Prisoner of Paradise,"Malcolm Clarke, Stuart Sender","nm0164885,nm1213974",0,Alliance Atlantis Communications,dream one
2002,DOCUMENTARY (Feature),Spellbound,"Jeffrey Blitz, Sean Welch","nm0998825,nm1290122",0,Blitz/Welch,metrodome distribution
2002,DOCUMENTARY (Feature),Winged Migration,Jacques Perrin,nm0674742,0,GalatÃ©e Films,bac films
2002,DOCUMENTARY (Short Subject),The Collector of Bedford Street,Alice Elliott,nm0254359,0,Welcome Change Productions,0
2002,DOCUMENTARY (Short Subject),Mighty Times: The Legacy of Rosa Parks,"Robert Hudson, Bobby Houston","nm2060739,nm0396884",0,Tell the Truth Pictures,home box office (hbo)
2002,DOCUMENTARY (Short Subject),Twin Towers,"Bill Guttentag, Robert David Port","nm0349702,nm0691888",1,MOPO Entertainment,nbc universal television distribution
2002,DOCUMENTARY (Short Subject),Why Can't We Be a Family Again?,"Roger Weisberg, Murray Nossel","nm0918724,nm1286059",0,Public Policy Productions,0
2002,FILM EDITING,Chicago,Martin Walsh,nm0909760,1,Miramax,miramax
2002,FILM EDITING,Gangs of New York,Thelma Schoonmaker,nm0774817,0,Miramax,miramax
2002,FILM EDITING,The Hours,Peter Boyle,nm0102316,0,Paramount Pictures,asmik ace entertainment
2002,FILM EDITING,The Lord of the Rings: The Two Towers,Michael Horton,nm0395579,0,New Line Cinema,new line cinema
2002,FILM EDITING,The Pianist,Hervé de Luze,nm0217959,0,R.P. Productions,focus features
2002,FOREIGN LANGUAGE FILM,El Crimen del Padre Amaro,Mexico,,0,Alameda Films,barbar film
2002,FOREIGN LANGUAGE FILM,Hero,People's Republic of China,,0,Edko Films,edko films
2002,FOREIGN LANGUAGE FILM,The Man without a Past,Finland,,0,Sputnik,alfa films
2002,FOREIGN LANGUAGE FILM,Nowhere in Africa,Germany,,1,MTM Cineteve,zeitgeist films
2002,FOREIGN LANGUAGE FILM,Zus & Zo,The Netherlands,,0,Filmprodukties de Luwte,rcv film distribution
2002,MAKEUP,Frida,"John Jackson, Beatrice De Alba","nm0413703,nm0206866",1,Handprint Entertainment,miramax
2002,MAKEUP,The Time Machine,"John M. Elliott, Jr., Barbara Lorenz","nm0254353,nm0520693",0,Warner Bros.,dreamworks distribution
2002,MUSIC (Original Score),Catch Me If You Can,John Williams,nm0002354,0,Dreamworks Pictures,dreamworks distribution
2002,MUSIC (Original Score),Far from Heaven,Elmer Bernstein,nm0000930,0,Focus Features,focus features
2002,MUSIC (Original Score),Frida,Elliot Goldenthal,nm0006106,1,Handprint Entertainment,miramax
2002,MUSIC (Original Score),The Hours,Philip Glass,nm0001275,0,Paramount Pictures,asmik ace entertainment
2002,MUSIC (Original Score),Road to Perdition,Thomas Newman,nm0002353,0,Dreamworks Pictures,dreamworks distribution
2002,MUSIC (Original Song),Frida,Music by Elliot Goldenthal; Lyric by Julie Taymor,"nm0006106,nm0853380",0,Handprint Entertainment,miramax
2002,MUSIC (Original Song),The Wild Thornberrys Movie,Music and Lyric by Paul Simon,nm0800328,0,Paramount Pictures,paramount
2002,MUSIC (Original Song),Gangs of New York,"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen","nm0095104,nm0857253,nm0165651,nm0611979",0,Miramax,miramax
2002,MUSIC (Original Song),Chicago,Music by John Kander; Lyric by Fred Ebb,"nm0437218,nm0247939",0,Miramax,miramax
2002,MUSIC (Original Song),8 Mile,"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem","nm0004896,nm1384015,nm1099643",1,Imagine Entertainment,universal
2002,BEST PICTURE,Chicago,"Martin Richards, Producer",nm0724237,1,Miramax,miramax
2002,BEST PICTURE,Gangs of New York,"Alberto Grimaldi and Harvey Weinstein, Producers","nm0342090,nm0005544",0,Miramax,miramax
2002,BEST PICTURE,The Hours,"Scott Rudin and Robert Fox, Producers","nm0748784,nm0289221",0,Paramount Pictures,asmik ace entertainment
2002,BEST PICTURE,The Lord of the Rings: The Two Towers,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers","nm0651614,nm0909638,nm0001392",0,New Line Cinema,new line cinema
2002,BEST PICTURE,The Pianist,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers","nm0000591,nm0071452,nm0764963",0,R.P. Productions,focus features
2002,SHORT FILM (Animated),The Cathedral,Tomek Baginski,nm1313617,0,Platige Image,platige image
2002,SHORT FILM (Animated),The ChubbChubbs!,Eric Armstrong,nm0035697,1,Sony Pictures Animation,columbia pictures
2002,SHORT FILM (Animated),Das Rad,"Chris Stenner, Heidi Wittlinger","nm1234476,nm1234919",0,Filmakademie Baden-WÃ¼rttemberg,apollo cinema short film distribution
2002,SHORT FILM (Animated),Mike's New Car,"Pete Docter, Roger Gould","nm0230032,nm1246888",0,Walt Disney Pictures,buena vista home entertainment
2002,SHORT FILM (Animated),Mt. Head,Koji Yamamura,nm0945520,0,Yamamura Animation,apollo cinema short film distribution
2002,SHORT FILM (Live Action),Fait D'Hiver,"Dirk Beliën, Anja Daelemans","nm0067937,nm0196664",0,Another Dimension of an Idea,apollo cinema short film distribution
2002,SHORT FILM (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),"Philippe Orreindy, Thomas Gaudin","nm1203746,nm1204900",0,La BoÃ®te,apollo cinema short film distribution
2002,SHORT FILM (Live Action),Inja (Dog),"Steven Pasvolsky, Joe Weatherstone","nm1099262,nm0915787",0,Big World Cinema,apollo cinema short film distribution
2002,SHORT FILM (Live Action),Johnny Flynton,"Lexi Alexander, Alexander Buono","nm0591994,nm0120645",0,Hunter Films,0
2002,SHORT FILM (Live Action),This Charming Man (Der Er En Yndig Mand),"Martin Strange-Hansen, Mie Andreasen","nm1015687,nm1212399",1,M&M Productions,apollo cinema short film distribution
2002,SOUND,Chicago,"Michael Minkler, Dominick Tavella, David Lee","nm0591444,nm0003838,nm0497112",1,Miramax,miramax
2002,SOUND,Gangs of New York,"Tom Fleischman, Eugene Gearty, Ivan Sharrock","nm0281530,nm0311267,nm0789331",0,Miramax,miramax
2002,SOUND,The Lord of the Rings: The Two Towers,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek","nm0102110,nm0783713,nm0373276,nm0003827",0,New Line Cinema,new line cinema
2002,SOUND,Road to Perdition,"Scott Millan, Bob Beemer, John Patrick Pritchett","nm0586793,nm0066446,nm0698099",0,Dreamworks Pictures,dreamworks distribution
2002,SOUND,Spider-Man,"Kevin O'Connell, Greg P. Russell, Ed Novick","nm0640114,nm0751169,nm0637085",0,Columbia Pictures,columbia tristar films
2002,SOUND EDITING,The Lord of the Rings: The Two Towers,"Ethan Van der Ryn, Michael Hopkins","nm0886399,nm0394243",1,New Line Cinema,new line cinema
2002,SOUND EDITING,Minority Report,"Richard Hymns, Gary Rydstrom","nm0405232,nm0003977",0,Twentieth Century Fox,twentieth century fox
2002,SOUND EDITING,Road to Perdition,Scott A. Hecker,nm0373046,0,Dreamworks Pictures,dreamworks distribution
