Year,Category,Film,Name,NomineeIds,winner,productora,distribuidor
2021,ACTRESS IN A LEADING ROLE,Spencer,Kristen Stewart,nm0829576,0,Shoebox Films,stx international
2021,ACTRESS IN A SUPPORTING ROLE,The Lost Daughter,Jessie Buckley,nm2976580,0,Fifth Season,bim distribuzione
2021,ACTRESS IN A SUPPORTING ROLE,West Side Story,Ariana DeBose,nm3663196,1,20th Century Studios,cinã©mart
2021,ACTRESS IN A SUPPORTING ROLE,Belfast,Judi Dench,nm0001132,0,TKBC,universal pictures international (upi)
2021,ACTRESS IN A SUPPORTING ROLE,The Power of the Dog,Kirsten Dunst,nm0000379,0,See-Saw Films,angel films
2021,ACTRESS IN A SUPPORTING ROLE,King Richard,Aunjanue Ellis,nm0254712,0,Warner Bros.,warner bros
2021,ANIMATED FEATURE FILM,Encanto,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer","nm1158544,nm0397174,nm2486917,nm1192875",1,Walt Disney Pictures,walt disney studios motion pictures
2021,ANIMATED FEATURE FILM,Flee,"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie","nm1853542,nm1445547,nm1718147,nm7753662",0,Final Cut for Real,reel pictures
2021,ANIMATED FEATURE FILM,Luca,Enrico Casarosa and Andrea Warren,"nm1154836,nm0912717",0,Walt Disney Pictures,walt disney studios motion pictures
2021,ANIMATED FEATURE FILM,The Mitchells vs. the Machines,"Mike Rianda, Phil Lord, Christopher Miller and Kurt Albrecht","nm5106831,nm0520488,nm0588087,nm0016957",0,Sony Pictures Animation,iconic events releasing
2021,ANIMATED FEATURE FILM,Raya and the Last Dragon,"Don Hall, Carlos López Estrada, Osnat Shurer and Peter Del Vecho","nm2320658,nm2788015,nm1575873,nm1275326",0,Walt Disney Pictures,walt disney studios motion pictures
2021,CINEMATOGRAPHY,Dune,Greig Fraser,nm0292132,1,Warner Bros.,warner bros
2021,CINEMATOGRAPHY,Nightmare Alley,Dan Laustsen,nm0491565,0,Searchlight Pictures,searchlight pictures
2021,CINEMATOGRAPHY,The Power of the Dog,Ari Wegner,nm1645832,0,See-Saw Films,angel films
2021,CINEMATOGRAPHY,The Tragedy of Macbeth,Bruno Delbonnel,nm0216632,0,A24,a24
2021,CINEMATOGRAPHY,West Side Story,Janusz Kaminski,nm0001405,0,20th Century Studios,cinã©mart
2021,COSTUME DESIGN,Cruella,Jenny Beavan,nm0064746,1,Walt Disney Pictures,walt disney studios motion pictures
2021,COSTUME DESIGN,Cyrano,Massimo Cantini Parrini and Jacqueline Durran,"nm1964768,nm0244330",0,Metro-Goldwyn-Mayer,united artists releasing
2021,COSTUME DESIGN,Dune,Jacqueline West and Robert Morgan,"nm0922113,nm0604503",0,Warner Bros.,warner bros
2021,COSTUME DESIGN,Nightmare Alley,Luis Sequeira,nm0784751,0,Searchlight Pictures,searchlight pictures
2021,COSTUME DESIGN,West Side Story,Paul Tazewell,nm3477899,0,20th Century Studios,cinã©mart
2021,DIRECTING,Belfast,Kenneth Branagh,nm0000110,0,TKBC,universal pictures international (upi)
2021,DIRECTING,Drive My Car,Ryusuke Hamaguchi,nm3152327,0,Bitters End,bitters end
2021,DIRECTING,Licorice Pizza,Paul Thomas Anderson,nm0000759,0,Metro-Goldwyn-Mayer,united artists releasing
2021,DIRECTING,The Power of the Dog,Jane Campion,nm0001005,1,See-Saw Films,angel films
2021,DIRECTING,West Side Story,Steven Spielberg,nm0000229,0,20th Century Studios,cinã©mart
2021,DOCUMENTARY (Feature),Ascension,"Jessica Kingdon, Kira Simon-Kennedy and Nathan Truesdell","nm4398489,nm5325825,nm1909515",0,Mouth Numbing Spicy Crab,mtv documentary films
2021,DOCUMENTARY (Feature),Attica,Stanley Nelson and Traci A. Curry,"nm0625747,nm3055381",0,Showtime Documentary Films,nitv
2021,DOCUMENTARY (Feature),Flee,"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie","nm1853542,nm1445547,nm1718147,nm7753662",0,Final Cut for Real,reel pictures
2021,DOCUMENTARY (Feature),"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Ahmir \""Questlove\"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein","nm0859821,nm1764919,nm1435457,nm2517209",1,Mass Distraction Media,searchlight pictures
2021,DOCUMENTARY (Feature),Writing with Fire,Rintu Thomas and Sushmit Ghosh,"nm4045125,nm4424010",0,Black Ticket Films,amstelfilm
2021,DOCUMENTARY (Short Subject),Audible,Matt Ogens and Geoff McLean,"nm0644654,nm2458844",0,Film 45,netflix
2021,DOCUMENTARY (Short Subject),Lead Me Home,Pedro Kos and Jon Shenk,"nm1310430,nm0791556",0,Actual Films,netflix
2021,DOCUMENTARY (Short Subject),The Queen of Basketball,Ben Proudfoot,nm3988897,1,Breakwater Studios,0
2021,DOCUMENTARY (Short Subject),Three Songs for Benazir,Elizabeth Mirzaei and Gulistan Mirzaei,"nm4641608,nm7902132",0,Mirzaei Films,netflix
2021,DOCUMENTARY (Short Subject),When We Were Bullies,Jay Rosenblatt,nm0742401,0,ARTE,gonella productions
2021,FILM EDITING,Don't Look Up,Hank Corwin,nm0181650,0,Hyperobject Industries,angel films
2021,FILM EDITING,Dune,Joe Walker,nm0907863,1,Warner Bros.,warner bros
2021,FILM EDITING,King Richard,Pamela Martin,nm0552862,0,Warner Bros.,warner bros
2021,FILM EDITING,The Power of the Dog,Peter Sciberras,nm3038680,0,See-Saw Films,angel films
2021,FILM EDITING,"tick, tick...BOOM!",Myron Kerstein and Andrew Weisblum,"nm0450005,nm0918733",0,5000 Broadway Productions,pimienta films
2021,INTERNATIONAL FEATURE FILM,Drive My Car,Japan,,1,Bitters End,bitters end
2021,INTERNATIONAL FEATURE FILM,Flee,Denmark,,0,Final Cut for Real,reel pictures
2021,INTERNATIONAL FEATURE FILM,The Hand of God,Italy,,0,The Apartment,angel films
2021,INTERNATIONAL FEATURE FILM,Lunana: A Yak in the Classroom,Bhutan,,0,Dangphu Dingphu: A 3 Pigs Production,doma
2021,INTERNATIONAL FEATURE FILM,The Worst Person in the World,Norway,,0,Oslo Pictures,sf studios
2021,MAKEUP AND HAIRSTYLING,Coming 2 America,"Mike Marino, Stacey Morris and Carla Farmer","nm0002514,nm0606943,nm0267732",0,Paramount Pictures,amazon prime video
2021,MAKEUP AND HAIRSTYLING,Cruella,"Nadia Stacey, Naomi Donne and Julia Vernon","nm2854751,nm0232644,nm1861004",0,Walt Disney Pictures,walt disney studios motion pictures
2021,MAKEUP AND HAIRSTYLING,Dune,"Donald Mowat, Love Larson and Eva von Bahr","nm0610244,nm1037627,nm0901913",0,Warner Bros.,warner bros
2021,MAKEUP AND HAIRSTYLING,The Eyes of Tammy Faye,"Linda Dowds, Stephanie Ingram and Justin Raleigh","nm0235722,nm0409031,nm0707679",1,Searchlight Pictures,searchlight pictures
2021,MAKEUP AND HAIRSTYLING,House of Gucci,"Göran Lundström, Anna Carin Lock and Frederic Aspiras","nm0526615,nm2049258,nm3139710",0,Annapurna Pictures,united artists releasing
2021,MUSIC (Original Score),Don't Look Up,Nicholas Britell,nm1615109,0,Hyperobject Industries,angel films
2021,MUSIC (Original Score),Dune,Hans Zimmer,nm0001877,1,Warner Bros.,warner bros
2021,MUSIC (Original Score),Encanto,Germaine Franco,nm1184901,0,Walt Disney Pictures,walt disney studios motion pictures
2021,MUSIC (Original Score),Parallel Mothers,Alberto Iglesias,nm0407076,0,ESCine EspaÃ±ol,sony pictures
2021,MUSIC (Original Score),The Power of the Dog,Jonny Greenwood,nm0339351,0,See-Saw Films,angel films
2021,MUSIC (Original Song),King Richard,Music and Lyric by DIXSON and Beyoncé Knowles-Carter,"nm13152182,nm0461498",0,Warner Bros.,warner bros
2021,MUSIC (Original Song),Encanto,Music and Lyric by Lin-Manuel Miranda,nm0592135,0,Walt Disney Pictures,walt disney studios motion pictures
2021,MUSIC (Original Song),Belfast,Music and Lyric by Van Morrison,nm0607341,0,TKBC,universal pictures international (upi)
2021,MUSIC (Original Song),No Time to Die,Music and Lyric by Billie Eilish and Finneas O'Connell,"nm8483808,nm3906552",1,Metro-Goldwyn-Mayer (MGM),united artists releasing
2021,MUSIC (Original Song),Four Good Days,Music and Lyric by Diane Warren,nm0005534,0,Indigenous Media,aurora
2021,BEST PICTURE,Belfast,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers","nm2233031,nm0000110,nm2228812,nm0859561",0,TKBC,universal pictures international (upi)
2021,BEST PICTURE,CODA,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers","nm0746041,nm1818350,nm0905163",1,Apple Original Films,apple tv+
2021,BEST PICTURE,Don't Look Up,"Adam McKay and Kevin Messick, Producers","nm0570912,nm0582111",0,Hyperobject Industries,angel films
2021,BEST PICTURE,Drive My Car,"Teruhisa Yamamoto, Producer",nm6167249,0,Bitters End,bitters end
2021,BEST PICTURE,Dune,"Mary Parent, Denis Villeneuve and Cale Boyter, Producers","nm0661289,nm0898288,nm1212547",0,Warner Bros.,warner bros
2021,BEST PICTURE,King Richard,"Tim White, Trevor White and Will Smith, Producers","nm2807321,nm2809465,nm0000226",0,Warner Bros.,warner bros
2021,BEST PICTURE,Licorice Pizza,"Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers","nm2072976,nm0814114,nm0000759",0,Metro-Goldwyn-Mayer,united artists releasing
2021,BEST PICTURE,Nightmare Alley,"Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers","nm0868219,nm0197703,nm0177896",0,Searchlight Pictures,searchlight pictures
2021,BEST PICTURE,The Power of the Dog,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers","nm0001005,nm0782036,nm0792431,nm2096617,nm0292024",0,See-Saw Films,angel films
2021,BEST PICTURE,West Side Story,"Steven Spielberg and Kristie Macosko Krieger, Producers","nm0000229,nm1069736",0,20th Century Studios,cinã©mart
2021,PRODUCTION DESIGN,Dune,Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos,"nm0894411,nm4722060",1,Warner Bros.,warner bros
2021,PRODUCTION DESIGN,Nightmare Alley,Production Design: Tamara Deverell; Set Decoration: Shane Vieau,"nm0222383,nm0896580",0,Searchlight Pictures,searchlight pictures
2021,PRODUCTION DESIGN,The Power of the Dog,Production Design: Grant Major; Set Decoration: Amber Richards,"nm0538194,nm1400384",0,See-Saw Films,angel films
2021,PRODUCTION DESIGN,The Tragedy of Macbeth,Production Design: Stefan Dechant; Set Decoration: Nancy Haigh,"nm0213754,nm0354101",0,A24,a24
2021,PRODUCTION DESIGN,West Side Story,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo,"nm1360914,nm0213076",0,20th Century Studios,cinã©mart
2021,SHORT FILM (Animated),Affairs of the Art,Joanna Quinn and Les Mills,"nm0703885,nm0995104",0,Beryl Productions International,the animation showcase
2021,SHORT FILM (Animated),Bestia,Hugo Covarrubias and Tevo Díaz,"nm4587241,nm0246746",0,TrÃ©bol 3,arte
2021,SHORT FILM (Animated),Boxballet,Anton Dyakov,nm6436434,0,CTB Film Company,0
2021,SHORT FILM (Animated),Robin Robin,Dan Ojari and Mikey Please,"nm4570900,nm3170529",0,Aardman Animations,netflix
2021,SHORT FILM (Animated),The Windshield Wiper,Alberto Mielgo and Leo Sanchez,"nm2856960,nm1912965",1,PASTEL,the animation showcase
2021,SHORT FILM (Live Action),Ala Kachuu - Take and Run,Maria Brendle and Nadine Lüchinger,"nm6248692,nm6603553",0,Filmgerberei,the animation showcase
2021,SHORT FILM (Live Action),The Dress,Tadeusz Lysiak and Maciej Slesicki,"nm9472233,nm0805751",0,Dobro,the animation showcase
2021,SHORT FILM (Live Action),The Long Goodbye,Aneil Karia and Riz Ahmed,"nm4090848,nm1981893",1,Left Handed Films,0
2021,SHORT FILM (Live Action),On My Mind,Martin Strange-Hansen and Kim Magnusson,"nm1015687,nm0536385",0,Benzona Film,the new yorker
2021,SHORT FILM (Live Action),Please Hold,K.D. Dávila and Levin Menekse,"nm4944814,nm11049074",0,Scavenger Entertainment,hbo max
2021,SOUND,Belfast,"Denise Yarde, Simon Chase, James Mather and Niv Adiri","nm1383719,nm1121283,nm0558450,nm1866364",0,TKBC,universal pictures international (upi)
2021,SOUND,Dune,"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett","nm0002314,nm0005625,nm1640468,nm0376153,nm0058897",1,Warner Bros.,warner bros
2021,SOUND,No Time to Die,"Simon Hayes, Oliver Tarney, James Harrison, Paul Massey and Mark Taylor","nm1536532,nm0850549,nm0365639,nm0557338,nm0852837",0,Metro-Goldwyn-Mayer (MGM),united artists releasing
2021,SOUND,The Power of the Dog,"Richard Flynn, Robert Mackenzie and Tara Webb","nm0283601,nm1464727,nm4155608",0,See-Saw Films,angel films
2021,SOUND,West Side Story,"Tod A. Maitland, Gary Rydstrom, Brian Chumney, Andy Nelson and Shawn Murphy","nm0537972,nm0003977,nm1014073,nm0625144,nm0004156",0,20th Century Studios,cinã©mart
2021,VISUAL EFFECTS,Dune,"Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer","nm0995902,nm1629597,nm0175391,nm0275382",1,Warner Bros.,warner bros
2021,VISUAL EFFECTS,Free Guy,"Swen Gillberg, Bryan Grill, Nikos Kalaitzidis and Dan Sudick","nm1089828,nm0341985,nm0435479,nm0837203",0,20th Century Studios,20th century studios
2021,VISUAL EFFECTS,No Time to Die,"Charlie Noble, Joel Green, Jonathan Fawkner and Chris Corbould","nm0633563,nm2539473,nm1000834,nm0179269",0,Metro-Goldwyn-Mayer (MGM),united artists releasing
2021,VISUAL EFFECTS,Shang-Chi and the Legend of the Ten Rings,"Christopher Townsend, Joe Farrell, Sean Noel Walker and Dan Oliver","nm0870102,nm1062239,nm2395514,nm0646807",0,Marvel Studios,walt disney studios motion pictures
2021,VISUAL EFFECTS,Spider-Man: No Way Home,"Kelly Port, Chris Waegner, Scott Edelstein and Dan Sudick","nm0691883,nm0905637,nm1131786,nm0837203",0,Columbia Pictures,columbia pictures
2021,WRITING (Adapted Screenplay),CODA,Screenplay by Siân Heder,nm1571761,1,Apple Original Films,apple tv+
2021,WRITING (Adapted Screenplay),Drive My Car,"Screenplay by Ryusuke Hamaguchi, Takamasa Oe","nm3152327,nm5087531",0,Bitters End,bitters end
2021,WRITING (Adapted Screenplay),Dune,Screenplay by Jon Spaihts and Denis Villeneuve and Eric Roth,"nm3123612,nm0898288,nm0744839",0,Warner Bros.,warner bros
2021,WRITING (Adapted Screenplay),The Lost Daughter,Written by Maggie Gyllenhaal,nm0350454,0,Fifth Season,bim distribuzione
2021,WRITING (Adapted Screenplay),The Power of the Dog,Written by Jane Campion,nm0001005,0,See-Saw Films,angel films
2021,WRITING (Original Screenplay),Belfast,Written by Kenneth Branagh,nm0000110,1,TKBC,universal pictures international (upi)
2021,WRITING (Original Screenplay),Don't Look Up,Screenplay by Adam McKay; Story by Adam McKay & David Sirota,"nm0570912,nm1998503",0,Hyperobject Industries,angel films
2021,WRITING (Original Screenplay),King Richard,Written by Zach Baylin,nm1598140,0,Warner Bros.,warner bros
2021,WRITING (Original Screenplay),Licorice Pizza,Written by Paul Thomas Anderson,nm0000759,0,Metro-Goldwyn-Mayer,united artists releasing
2021,WRITING (Original Screenplay),The Worst Person in the World,"Written by Eskil Vogt, Joachim Trier","nm1258777,nm1258686",0,Oslo Pictures,sf studios
2021,JEAN HERSHOLT HUMANITARIAN AWARD,,Danny Glover,nm0000418,1,nan,sin información
2021,HONORARY AWARD,,,nm0000168,1,nan,sin información
2021,HONORARY AWARD,,,nm0561938,1,nan,sin información
2021,HONORARY AWARD,,,nm0880521,1,nan,sin información
2022,ACTOR IN A LEADING ROLE,Elvis,Austin Butler,nm2581521,0,Warner Bros.,warner bros
2022,ACTOR IN A LEADING ROLE,The Banshees of Inisherin,Colin Farrell,nm0268199,0,Searchlight Pictures,walt disney studios motion pictures
2022,ACTOR IN A LEADING ROLE,The Whale,Brendan Fraser,nm0000409,1,A24,a24
2022,ACTOR IN A LEADING ROLE,Aftersun,Paul Mescal,nm8958770,0,BBC Film,a24
2022,ACTOR IN A LEADING ROLE,Living,Bill Nighy,nm0631490,0,Film4,lionsgate
2022,ACTOR IN A SUPPORTING ROLE,The Banshees of Inisherin,Brendan Gleeson,nm0322407,0,Searchlight Pictures,walt disney studios motion pictures
2022,ACTOR IN A SUPPORTING ROLE,Causeway,Brian Tyree Henry,nm3109964,0,A24,a24
2022,ACTOR IN A SUPPORTING ROLE,The Fabelmans,Judd Hirsch,nm0002139,0,Amblin Entertainment,universal
2022,ACTOR IN A SUPPORTING ROLE,The Banshees of Inisherin,Barry Keoghan,nm4422686,0,Searchlight Pictures,walt disney studios motion pictures
2022,ACTOR IN A SUPPORTING ROLE,Everything Everywhere All at Once,Ke Huy Quan,nm0702841,1,A24,gem entertainment
2022,ACTRESS IN A LEADING ROLE,Tár,Cate Blanchett,nm0000949,0,Focus Features,focus features
2022,ACTRESS IN A LEADING ROLE,Blonde,Ana de Armas,nm1869101,0,Plan B Entertainment,netflix
2022,ACTRESS IN A LEADING ROLE,To Leslie,Andrea Riseborough,nm2057859,0,BCDF Pictures,momentum pictures
2022,ACTRESS IN A LEADING ROLE,The Fabelmans,Michelle Williams,nm0931329,0,Amblin Entertainment,universal
2022,ACTRESS IN A LEADING ROLE,Everything Everywhere All at Once,Michelle Yeoh,nm0000706,1,A24,gem entertainment
2022,ACTRESS IN A SUPPORTING ROLE,Black Panther: Wakanda Forever,Angela Bassett,nm0000291,0,Marvel Studios,walt disney studios motion pictures
2022,ACTRESS IN A SUPPORTING ROLE,The Whale,Hong Chau,nm2186865,0,A24,a24
2022,ACTRESS IN A SUPPORTING ROLE,The Banshees of Inisherin,Kerry Condon,nm0174403,0,Searchlight Pictures,walt disney studios motion pictures
2022,ACTRESS IN A SUPPORTING ROLE,Everything Everywhere All at Once,Jamie Lee Curtis,nm0000130,1,A24,gem entertainment
2022,ACTRESS IN A SUPPORTING ROLE,Everything Everywhere All at Once,Stephanie Hsu,nm3513533,0,A24,gem entertainment
2022,ANIMATED FEATURE FILM,Guillermo del Toro's Pinocchio,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley","nm0868219,nm0348993,nm1316083,nm0119946",1,Netflix Animation,netflix
2022,ANIMATED FEATURE FILM,Marcel the Shell with Shoes On,"Dean Fleischer Camp, Elisabeth Holm, Andrew Goldman, Caroline Kaplan and Paul Mezey","nm3255797,nm3831085,nm2749806,nm0438210,nm0583796",0,Cinereach,a24
2022,ANIMATED FEATURE FILM,Puss in Boots: The Last Wish,Joel Crawford and Mark Swift,"nm3150455,nm0842616",0,DreamWorks Animation,universal
2022,ANIMATED FEATURE FILM,The Sea Beast,Chris Williams and Jed Schlanger,"nm0930261,nm3155373",0,Netflix Animation,netflix
2022,ANIMATED FEATURE FILM,Turning Red,Domee Shi and Lindsey Collins,"nm7626019,nm0172491",0,Walt Disney Pictures,walt disney studios motion pictures
2022,CINEMATOGRAPHY,All Quiet on the Western Front,James Friend,nm2168099,1,Amusement Park Films,24 bilder filmagentur
2022,CINEMATOGRAPHY,"Bardo, False Chronicle of a Handful of Truths",Darius Khondji,nm0451787,0,Estudios Churubusco Azteca S.A.,angel films
2022,CINEMATOGRAPHY,Elvis,Mandy Walker,nm0907999,0,Warner Bros.,warner bros
2022,CINEMATOGRAPHY,Empire of Light,Roger Deakins,nm0005683,0,BBC Legends,walt disney studios motion pictures
2022,CINEMATOGRAPHY,Tár,Florian Hoffmeister,nm0389285,0,Focus Features,focus features
2022,COSTUME DESIGN,Babylon,Mary Zophres,nm0957861,0,Paramount Pictures,paramount
2022,COSTUME DESIGN,Black Panther: Wakanda Forever,Ruth Carter,nm0141921,1,Marvel Studios,walt disney studios motion pictures
2022,COSTUME DESIGN,Elvis,Catherine Martin,nm0552039,0,Warner Bros.,warner bros
2022,COSTUME DESIGN,Everything Everywhere All at Once,Shirley Kurata,nm0475599,0,A24,gem entertainment
2022,COSTUME DESIGN,Mrs. Harris Goes to Paris,Jenny Beavan,nm0064746,0,Moonriver,focus features
2022,DIRECTING,The Banshees of Inisherin,Martin McDonagh,nm1732981,0,Searchlight Pictures,walt disney studios motion pictures
2022,DIRECTING,Everything Everywhere All at Once,Daniel Kwan and Daniel Scheinert,"nm3453283,nm3215397",1,A24,gem entertainment
2022,DIRECTING,The Fabelmans,Steven Spielberg,nm0000229,0,Amblin Entertainment,universal
2022,DIRECTING,Tár,Todd Field,nm0276062,0,Focus Features,focus features
2022,DIRECTING,Triangle of Sadness,Ruben Östlund,nm1128037,0,Imperative Entertainment,a-one films
2022,DOCUMENTARY FEATURE FILM,All That Breathes,"Shaunak Sen, Aman Mann and Teddy Leifer","nm11182342,nm12325026,nm1746166",0,HBO Documentary Films,hbo documentary films
2022,DOCUMENTARY FEATURE FILM,All the Beauty and the Bloodshed,"Laura Poitras, Howard Gertler, John Lyons, Nan Goldin and Yoni Golijov","nm0688636,nm0314971,nm0529092,nm0325667,nm3707417",0,Participant,altitude film entertainment
2022,DOCUMENTARY FEATURE FILM,Fire of Love,"Sara Dosa, Shane Boris and Ina Fichman","nm2393385,nm3312530,nm0275649",0,Sandbox Films,neon
2022,DOCUMENTARY FEATURE FILM,A House Made of Splinters,Simon Lereng Wilmont and Monica Hellström,"nm1802410,nm1445547",0,Final Cut for Real,giant pictures
2022,DOCUMENTARY FEATURE FILM,Navalny,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris","nm4173215,nm1230874,nm2177487,nm0588953,nm3312530",1,CNN Films,cph: dox
2022,DOCUMENTARY SHORT FILM,The Elephant Whisperers,Kartiki Gonsalves and Guneet Monga,"nm14232155,nm1944105",1,Sikhya Entertainment,netflix
2022,DOCUMENTARY SHORT FILM,Haulout,Evgenia Arbugaeva and Maxim Arbugaev,"nm8205908,nm8975290",0,Albireo Films,gonella productions
2022,DOCUMENTARY SHORT FILM,How Do You Measure a Year?,Jay Rosenblatt,nm0742401,0,HBO Documentary Films,hbo documentary films
2022,DOCUMENTARY SHORT FILM,The Martha Mitchell Effect,Anne Alvergue and Beth Levison,"nm1290869,nm1109901",0,Foothill Productions,netflix
2022,DOCUMENTARY SHORT FILM,Stranger at the Gate,Joshua Seftel and Conall Jones,"nm0781733,nm2261114",0,Smartypants Pictures,7 palms entertainment
2022,FILM EDITING,The Banshees of Inisherin,Mikkel E.G. Nielsen,nm1182055,0,Searchlight Pictures,walt disney studios motion pictures
2022,FILM EDITING,Elvis,Matt Villa and Jonathan Redmond,"nm0897637,nm0975108",0,Warner Bros.,warner bros
2022,FILM EDITING,Everything Everywhere All at Once,Paul Rogers,nm6846971,1,A24,gem entertainment
2022,FILM EDITING,Tár,Monika Willi,nm0929889,0,Focus Features,focus features
2022,FILM EDITING,Top Gun: Maverick,Eddie Hamilton,nm0357835,0,Paramount Pictures,paramount
2022,INTERNATIONAL FEATURE FILM,All Quiet on the Western Front,Germany,,1,Amusement Park Films,24 bilder filmagentur
2022,INTERNATIONAL FEATURE FILM,"Argentina, 1985",Argentina,,0,Infinity Hill,a contracorriente films
2022,INTERNATIONAL FEATURE FILM,Close,Belgium,,0,Menuet bvba,diaphana distribution
2022,INTERNATIONAL FEATURE FILM,EO,Poland,,0,Skopia Film,future film
2022,INTERNATIONAL FEATURE FILM,The Quiet Girl,Ireland,,0,InscÃ©al,break out pictures
2022,MAKEUP AND HAIRSTYLING,All Quiet on the Western Front,Heike Merker and Linda Eisenhamerová,"nm0580922,nm1227443",0,Amusement Park Films,24 bilder filmagentur
2022,MAKEUP AND HAIRSTYLING,The Batman,"Naomi Donne, Mike Marino and Mike Fontaine","nm0232644,nm0002514,nm2885534",0,Warner Bros.,warner bros
2022,MAKEUP AND HAIRSTYLING,Black Panther: Wakanda Forever,Camille Friend and Joel Harlow,"nm0295518,nm0363355",0,Marvel Studios,walt disney studios motion pictures
2022,MAKEUP AND HAIRSTYLING,Elvis,"Mark Coulier, Jason Baird and Aldo Signoretti","nm0183418,nm0047878,nm0797532",0,Warner Bros.,warner bros
2022,MAKEUP AND HAIRSTYLING,The Whale,"Adrien Morot, Judy Chin and Annemarie Bradley","nm0606110,nm0155275,nm1095471",1,A24,a24
2022,MUSIC (Original Score),All Quiet on the Western Front,Volker Bertelmann,nm2890617,1,Amusement Park Films,24 bilder filmagentur
2022,MUSIC (Original Score),Babylon,Justin Hurwitz,nm3225654,0,Paramount Pictures,paramount
2022,MUSIC (Original Score),The Banshees of Inisherin,Carter Burwell,nm0001980,0,Searchlight Pictures,walt disney studios motion pictures
2022,MUSIC (Original Score),Everything Everywhere All at Once,Son Lux,nm4954433,0,A24,gem entertainment
2022,MUSIC (Original Score),The Fabelmans,John Williams,nm0002354,0,Amblin Entertainment,universal
2022,MUSIC (Original Song),Tell It like a Woman,Music and Lyric by Diane Warren,nm0005534,0,WWPS,a2 filmes
2022,MUSIC (Original Song),Top Gun: Maverick,Music and Lyric by Lady Gaga and BloodPop,"nm3078932,nm8475165",0,Paramount Pictures,paramount
2022,MUSIC (Original Song),Black Panther: Wakanda Forever,"Music by Tems, Rihanna, Ryan Coogler and Ludwig Goransson; Lyric by Tems and Ryan Coogler","nm12478182,nm1982597,nm3363032,nm3234869",0,Marvel Studios,walt disney studios motion pictures
2022,MUSIC (Original Song),RRR,Music by M.M. Keeravaani; Lyric by Chandrabose,"nm0444807,nm0151513",1,DVV Entertainment,desi entertainment paris
2022,MUSIC (Original Song),Everything Everywhere All at Once,"Music by Ryan Lott, David Byrne and Mitski; Lyric by Ryan Lott and David Byrne","nm4843730,nm0126154,nm7105950",0,A24,gem entertainment
2022,BEST PICTURE,All Quiet on the Western Front,"Malte Grunert, Producer",nm0344612,0,Amusement Park Films,24 bilder filmagentur
2022,BEST PICTURE,Avatar: The Way of Water,"James Cameron and Jon Landau, Producers","nm0000116,nm0484457",0,20th Century Studios,20th century studios
2022,BEST PICTURE,The Banshees of Inisherin,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","nm0110357,nm0194446,nm1732981",0,Searchlight Pictures,walt disney studios motion pictures
2022,BEST PICTURE,Elvis,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss, Producers","nm0525303,nm0552039,nm0075762,nm0566590,nm3419045",0,Warner Bros.,warner bros
2022,BEST PICTURE,Everything Everywhere All at Once,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers","nm3453283,nm3215397,nm4139352",1,A24,gem entertainment
2022,BEST PICTURE,The Fabelmans,"Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers","nm1069736,nm0000229,nm1065785",0,Amblin Entertainment,universal
2022,BEST PICTURE,Tár,"Todd Field, Alexandra Milchan and Scott Lambert, Producers","nm0276062,nm0586968,nm0483300",0,Focus Features,focus features
2022,BEST PICTURE,Top Gun: Maverick,"Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers","nm0000129,nm0003160,nm1911103,nm0000988",0,Paramount Pictures,paramount
2022,BEST PICTURE,Triangle of Sadness,"Erik Hemmendorff and Philippe Bober, Producers","nm1615036,nm0090350",0,Imperative Entertainment,a-one films
2022,BEST PICTURE,Women Talking,"Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers","nm0306890,nm1250070,nm0000531",0,Orion Pictures,united artists releasing
2022,PRODUCTION DESIGN,All Quiet on the Western Front,Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper,"nm1024392,nm0386157",1,Amusement Park Films,24 bilder filmagentur
